id	coordinates
18218	(-97.7392,30.2779),(-97.7404,30.2783)
18220	(-97.7404,30.2783),(-97.7416,30.2785)
18221	(-97.7426,30.2789),(-97.743,30.2779)
18222	(-97.7416,30.2785),(-97.7426,30.2789)
18224	(-97.7412,30.2795),(-97.7401,30.2792)
18225	(-97.7401,30.2792),(-97.7388,30.2788)
18227	(-97.7364,30.2781),(-97.7353,30.2778)
18229	(-97.7361,30.279),(-97.7364,30.2781)
18231	(-97.7385,30.2797),(-97.7388,30.2788)
118231	(-97.7388,30.2788),(-97.7385,30.2797)
18232	(-97.7361,30.279),(-97.7385,30.2797)
18233	(-97.7385,30.2797),(-97.7398,30.28)
18235	(-97.7398,30.28),(-97.7409,30.2803)
18236	(-97.742,30.2806),(-97.7423,30.2797)
18237	(-97.7409,30.2803),(-97.742,30.2806)
18239	(-97.7433,30.2769),(-97.7444,30.2772)
118239	(-97.7444,30.2772),(-97.7433,30.2769)
18240	(-97.7444,30.2772),(-97.7455,30.2776)
118240	(-97.7455,30.2776),(-97.7444,30.2772)
18241	(-97.7455,30.2776),(-97.7466,30.2779)
118241	(-97.7466,30.2779),(-97.7455,30.2776)
18242	(-97.7426,30.2789),(-97.7437,30.2792)
18243	(-97.7437,30.2792),(-97.7448,30.2795)
18244	(-97.7448,30.2795),(-97.7459,30.2797)
118244	(-97.7459,30.2797),(-97.7448,30.2795)
18245	(-97.7459,30.2797),(-97.7471,30.28)
118245	(-97.7471,30.28),(-97.7459,30.2797)
18246	(-97.7471,30.28),(-97.7482,30.2803)
118246	(-97.7482,30.2803),(-97.7471,30.28)
18247	(-97.7434,30.2801),(-97.7423,30.2797)
18249	(-97.7445,30.2804),(-97.7456,30.2807)
118249	(-97.7456,30.2807),(-97.7445,30.2804)
18251	(-97.7456,30.2807),(-97.7467,30.281)
118251	(-97.7467,30.281),(-97.7456,30.2807)
18253	(-97.7467,30.281),(-97.7479,30.2813)
118253	(-97.7479,30.2813),(-97.7467,30.281)
18254	(-97.7479,30.2813),(-97.7481,30.2813)
118254	(-97.7481,30.2813),(-97.7479,30.2813)
18255	(-97.742,30.2806),(-97.7431,30.281)
118255	(-97.7431,30.281),(-97.742,30.2806)
18256	(-97.7431,30.281),(-97.7442,30.2813)
118256	(-97.7442,30.2813),(-97.7431,30.281)
18257	(-97.7452,30.2815),(-97.7456,30.2807)
118257	(-97.7456,30.2807),(-97.7452,30.2815)
18258	(-97.7442,30.2813),(-97.7452,30.2815)
118258	(-97.7452,30.2815),(-97.7442,30.2813)
18259	(-97.7452,30.2815),(-97.7464,30.2819)
118259	(-97.7464,30.2819),(-97.7452,30.2815)
18260	(-97.7481,30.2813),(-97.749,30.2816)
118260	(-97.749,30.2816),(-97.7481,30.2813)
18262	(-97.7481,30.2813),(-97.7477,30.2822)
118262	(-97.7477,30.2822),(-97.7481,30.2813)
18263	(-97.7477,30.2822),(-97.7486,30.2825)
118263	(-97.7486,30.2825),(-97.7477,30.2822)
18264	(-97.7486,30.2825),(-97.749,30.2816)
118264	(-97.749,30.2816),(-97.7486,30.2825)
18265	(-97.7427,30.2819),(-97.7432,30.2821)
118265	(-97.7432,30.2821),(-97.7427,30.2819)
18266	(-97.7427,30.2819),(-97.7431,30.281)
118266	(-97.7431,30.281),(-97.7427,30.2819)
18267	(-97.7431,30.281),(-97.7434,30.2801)
118267	(-97.7434,30.2801),(-97.7431,30.281)
18268	(-97.7434,30.2801),(-97.7437,30.2792)
118268	(-97.7437,30.2792),(-97.7434,30.2801)
18269	(-97.7441,30.2782),(-97.7452,30.2785)
118269	(-97.7452,30.2785),(-97.7441,30.2782)
18270	(-97.7437,30.2792),(-97.7441,30.2782)
118270	(-97.7441,30.2782),(-97.7437,30.2792)
18271	(-97.7441,30.2782),(-97.7444,30.2772)
118271	(-97.7444,30.2772),(-97.7441,30.2782)
18272	(-97.7444,30.2772),(-97.7448,30.2763)
118272	(-97.7448,30.2763),(-97.7444,30.2772)
18273	(-97.7452,30.2751),(-97.7457,30.2753)
118273	(-97.7457,30.2753),(-97.7452,30.2751)
18274	(-97.7448,30.2763),(-97.7452,30.2751)
118274	(-97.7452,30.2751),(-97.7448,30.2763)
18276	(-97.7437,30.2822),(-97.7442,30.2813)
118276	(-97.7442,30.2813),(-97.7437,30.2822)
18277	(-97.7442,30.2813),(-97.7445,30.2804)
118277	(-97.7445,30.2804),(-97.7442,30.2813)
18278	(-97.7445,30.2804),(-97.7448,30.2795)
118278	(-97.7448,30.2795),(-97.7445,30.2804)
18279	(-97.7448,30.2795),(-97.7449,30.2791)
118279	(-97.7449,30.2791),(-97.7448,30.2795)
18280	(-97.7452,30.2785),(-97.7454,30.278)
118280	(-97.7454,30.278),(-97.7452,30.2785)
18281	(-97.7455,30.2776),(-97.7459,30.2765)
118281	(-97.7459,30.2765),(-97.7455,30.2776)
18282	(-97.7459,30.2765),(-97.7461,30.276)
118282	(-97.7461,30.276),(-97.7459,30.2765)
18284	(-97.7461,30.2829),(-97.7464,30.2819)
118284	(-97.7464,30.2819),(-97.7461,30.2829)
18285	(-97.7464,30.2819),(-97.7467,30.281)
118285	(-97.7467,30.281),(-97.7464,30.2819)
18286	(-97.7467,30.281),(-97.7471,30.28)
118286	(-97.7471,30.28),(-97.7467,30.281)
18288	(-97.7471,30.28),(-97.7474,30.2792)
118288	(-97.7474,30.2792),(-97.7471,30.28)
18289	(-97.7474,30.2792),(-97.7477,30.2781)
118289	(-97.7477,30.2781),(-97.7474,30.2792)
18290	(-97.7477,30.2781),(-97.7479,30.2777)
118290	(-97.7479,30.2777),(-97.7477,30.2781)
18291	(-97.7481,30.2771),(-97.7482,30.2767)
118291	(-97.7482,30.2767),(-97.7481,30.2771)
18292	(-97.7477,30.2781),(-97.7466,30.2779)
118292	(-97.7466,30.2779),(-97.7477,30.2781)
18293	(-97.7479,30.2777),(-97.7481,30.2771)
118293	(-97.7481,30.2771),(-97.7479,30.2777)
18294	(-97.7468,30.2774),(-97.7468,30.2773)
118294	(-97.7468,30.2773),(-97.7468,30.2774)
18296	(-97.7481,30.2813),(-97.7482,30.2803)
118296	(-97.7482,30.2803),(-97.7481,30.2813)
18297	(-97.7456,30.274),(-97.7467,30.2743)
118297	(-97.7467,30.2743),(-97.7456,30.274)
18298	(-97.7452,30.2751),(-97.7456,30.274)
118298	(-97.7456,30.274),(-97.7452,30.2751)
18299	(-97.7456,30.274),(-97.7459,30.2731)
118299	(-97.7459,30.2731),(-97.7456,30.274)
18300	(-97.7463,30.2721),(-97.7474,30.2724)
118300	(-97.7474,30.2724),(-97.7463,30.2721)
18301	(-97.7459,30.2731),(-97.7463,30.2721)
118301	(-97.7463,30.2721),(-97.7459,30.2731)
18302	(-97.7463,30.2721),(-97.7467,30.2712)
118302	(-97.7467,30.2712),(-97.7463,30.2721)
18304	(-97.7467,30.2712),(-97.7468,30.2708)
18305	(-97.7474,30.2693),(-97.7483,30.2696)
18306	(-97.747,30.2703),(-97.7474,30.2693)
118306	(-97.7474,30.2693),(-97.747,30.2703)
18309	(-97.7467,30.2743),(-97.7478,30.2746)
118309	(-97.7478,30.2746),(-97.7467,30.2743)
18310	(-97.7463,30.2755),(-97.7467,30.2743)
118310	(-97.7467,30.2743),(-97.7463,30.2755)
18311	(-97.7467,30.2743),(-97.747,30.2734)
118311	(-97.747,30.2734),(-97.7467,30.2743)
18312	(-97.7474,30.2724),(-97.7485,30.2727)
118312	(-97.7485,30.2727),(-97.7474,30.2724)
18313	(-97.747,30.2734),(-97.7474,30.2724)
118313	(-97.7474,30.2724),(-97.747,30.2734)
18314	(-97.7474,30.2724),(-97.7477,30.2715)
118314	(-97.7477,30.2715),(-97.7474,30.2724)
18315	(-97.7481,30.2706),(-97.7492,30.2709)
118315	(-97.7492,30.2709),(-97.7481,30.2706)
18316	(-97.7477,30.2715),(-97.7481,30.2706)
118316	(-97.7481,30.2706),(-97.7477,30.2715)
18317	(-97.7484,30.2696),(-97.7495,30.2699)
18318	(-97.7481,30.2706),(-97.7484,30.2696)
118318	(-97.7484,30.2696),(-97.7481,30.2706)
18320	(-97.7484,30.2696),(-97.7488,30.2687)
118320	(-97.7488,30.2687),(-97.7484,30.2696)
18321	(-97.7488,30.2687),(-97.7491,30.2678)
118321	(-97.7491,30.2678),(-97.7488,30.2687)
18322	(-97.7491,30.2678),(-97.7495,30.2668)
118322	(-97.7495,30.2668),(-97.7491,30.2678)
18323	(-97.7484,30.2761),(-97.7486,30.2755)
118323	(-97.7486,30.2755),(-97.7484,30.2761)
18324	(-97.7492,30.274),(-97.7482,30.2737)
118324	(-97.7482,30.2737),(-97.7492,30.274)
18325	(-97.7489,30.2749),(-97.7492,30.274)
118325	(-97.7492,30.274),(-97.7489,30.2749)
18326	(-97.7492,30.274),(-97.7495,30.2731)
118326	(-97.7495,30.2731),(-97.7492,30.274)
18327	(-97.7495,30.2731),(-97.7499,30.2721)
118327	(-97.7499,30.2721),(-97.7495,30.2731)
18328	(-97.7499,30.2721),(-97.7502,30.2712)
118328	(-97.7502,30.2712),(-97.7499,30.2721)
18329	(-97.7506,30.2703),(-97.7529,30.2711)
18332	(-97.751,30.2693),(-97.7514,30.2684)
118332	(-97.7514,30.2684),(-97.751,30.2693)
18334	(-97.7438,30.2725),(-97.7443,30.2726)
18335	(-97.7449,30.2728),(-97.7459,30.2731)
118335	(-97.7459,30.2731),(-97.7449,30.2728)
18337	(-97.747,30.2734),(-97.7482,30.2737)
118337	(-97.7482,30.2737),(-97.747,30.2734)
18338	(-97.7492,30.274),(-97.7523,30.2749)
118338	(-97.7523,30.2749),(-97.7492,30.274)
18339	(-97.7478,30.2746),(-97.7489,30.2749)
118339	(-97.7489,30.2749),(-97.7478,30.2746)
18340	(-97.7499,30.2764),(-97.7514,30.2769)
118340	(-97.7514,30.2769),(-97.7499,30.2764)
18341	(-97.7489,30.2749),(-97.7499,30.2764)
118341	(-97.7499,30.2764),(-97.7489,30.2749)
18344	(-97.7467,30.2712),(-97.7477,30.2715)
118344	(-97.7477,30.2715),(-97.7467,30.2712)
18345	(-97.7488,30.2718),(-97.7492,30.2709)
118345	(-97.7492,30.2709),(-97.7488,30.2718)
18346	(-97.7477,30.2715),(-97.7488,30.2718)
118346	(-97.7488,30.2718),(-97.7477,30.2715)
18347	(-97.7488,30.2718),(-97.7499,30.2721)
118347	(-97.7499,30.2721),(-97.7488,30.2718)
18348	(-97.7492,30.2709),(-97.7502,30.2712)
118348	(-97.7502,30.2712),(-97.7492,30.2709)
18351	(-97.7361,30.2631),(-97.7382,30.2637)
118351	(-97.7382,30.2637),(-97.7361,30.2631)
18352	(-97.7473,30.2924),(-97.7499,30.2917)
118352	(-97.7499,30.2917),(-97.7473,30.2924)
18354	(-97.7473,30.2924),(-97.7505,30.2997)
118354	(-97.7505,30.2997),(-97.7473,30.2924)
18357	(-97.7511,30.2775),(-97.7514,30.2769)
118357	(-97.7514,30.2769),(-97.7511,30.2775)
18361	(-97.7522,30.2898),(-97.7528,30.2885)
118361	(-97.7528,30.2885),(-97.7522,30.2898)
18363	(-97.7414,30.2891),(-97.743,30.2892)
118363	(-97.743,30.2892),(-97.7414,30.2891)
18364	(-97.7445,30.2893),(-97.7477,30.2894)
118364	(-97.7477,30.2894),(-97.7445,30.2893)
18365	(-97.7477,30.2894),(-97.7522,30.2898)
118365	(-97.7522,30.2898),(-97.7477,30.2894)
18366	(-97.7431,30.2878),(-97.7437,30.2879)
118366	(-97.7437,30.2879),(-97.7431,30.2878)
18369	(-97.7426,30.2948),(-97.742,30.2937)
118369	(-97.742,30.2937),(-97.7426,30.2948)
18371	(-97.7418,30.2636),(-97.7421,30.2627)
118374	(-97.7429,30.2639),(-97.7418,30.2636)
18375	(-97.7442,30.2643),(-97.7446,30.2634)
118375	(-97.7446,30.2634),(-97.7442,30.2643)
118376	(-97.7442,30.2643),(-97.7429,30.2639)
18378	(-97.7442,30.2643),(-97.7449,30.2645)
118378	(-97.7449,30.2645),(-97.7442,30.2643)
18379	(-97.7466,30.265),(-97.7462,30.2659)
18380	(-97.7455,30.2647),(-97.7466,30.265)
118380	(-97.7466,30.265),(-97.7455,30.2647)
18387	(-97.7361,30.2662),(-97.7372,30.2665)
18388	(-97.7365,30.2652),(-97.7361,30.2662)
18389	(-97.7361,30.2662),(-97.7357,30.2671)
18391	(-97.7357,30.264),(-97.7368,30.2643)
18392	(-97.7368,30.2643),(-97.7378,30.2646)
18411	(-97.7235,30.2893),(-97.7272,30.2911)
118411	(-97.7272,30.2911),(-97.7235,30.2893)
18415	(-97.7362,30.2963),(-97.7363,30.2963)
118415	(-97.7363,30.2963),(-97.7362,30.2963)
18417	(-97.7359,30.2968),(-97.7362,30.2963)
118417	(-97.7362,30.2963),(-97.7359,30.2968)
18418	(-97.7406,30.2989),(-97.7409,30.2984)
118418	(-97.7409,30.2984),(-97.7406,30.2989)
18420	(-97.7404,30.2991),(-97.7406,30.2989)
118420	(-97.7406,30.2989),(-97.7404,30.2991)
18421	(-97.7455,30.3015),(-97.7456,30.3013)
118421	(-97.7456,30.3013),(-97.7455,30.3015)
18422	(-97.7404,30.2991),(-97.7455,30.3015)
118422	(-97.7455,30.3015),(-97.7404,30.2991)
18424	(-97.7268,30.2891),(-97.7267,30.2872)
118424	(-97.7267,30.2872),(-97.7268,30.2891)
18427	(-97.7456,30.2709),(-97.7467,30.2712)
118427	(-97.7467,30.2712),(-97.7456,30.2709)
118430	(-97.7448,30.2697),(-97.7443,30.2695)
18434	(-97.7449,30.2645),(-97.7455,30.2647)
118434	(-97.7455,30.2647),(-97.7449,30.2645)
118440	(-97.7411,30.2686),(-97.7406,30.2685)
18442	(-97.7405,30.267),(-97.7407,30.2664)
18444	(-97.7421,30.2679),(-97.7428,30.2681)
18446	(-97.7434,30.2682),(-97.7441,30.2684)
118450	(-97.7379,30.2677),(-97.7375,30.2676)
18452	(-97.7389,30.2669),(-97.7393,30.2671)
18456	(-97.7402,30.2694),(-97.7408,30.2696)
18460	(-97.7395,30.2713),(-97.7401,30.2714)
18462	(-97.7433,30.2723),(-97.7438,30.2725)
18466	(-97.745,30.2707),(-97.7456,30.2709)
18468	(-97.7428,30.2701),(-97.7434,30.2703)
18470	(-97.7464,30.2686),(-97.7466,30.2681)
18472	(-97.7493,30.2706),(-97.7495,30.2701)
118472	(-97.7495,30.2701),(-97.7493,30.2706)
18474	(-97.7447,30.2733),(-97.7449,30.2728)
18476	(-97.7457,30.2753),(-97.7463,30.2755)
118476	(-97.7463,30.2755),(-97.7457,30.2753)
18478	(-97.7486,30.2755),(-97.7489,30.2749)
118478	(-97.7489,30.2749),(-97.7486,30.2755)
18480	(-97.7482,30.2767),(-97.7484,30.2761)
118480	(-97.7484,30.2761),(-97.7482,30.2767)
18484	(-97.7461,30.276),(-97.7463,30.2755)
118484	(-97.7463,30.2755),(-97.7461,30.276)
18486	(-97.7454,30.278),(-97.7455,30.2776)
118486	(-97.7455,30.2776),(-97.7454,30.278)
18488	(-97.7449,30.2791),(-97.7452,30.2785)
118488	(-97.7452,30.2785),(-97.7449,30.2791)
18490	(-97.7414,30.2774),(-97.7419,30.2776)
118490	(-97.7419,30.2776),(-97.7414,30.2774)
18492	(-97.7389,30.2767),(-97.7395,30.2769)
118492	(-97.7395,30.2769),(-97.7389,30.2767)
18494	(-97.7402,30.2647),(-97.74,30.2652)
18496	(-97.7468,30.2708),(-97.7469,30.2705)
18500	(-97.7438,30.2757),(-97.7441,30.2748)
18502	(-97.7468,30.2773),(-97.7469,30.277)
118502	(-97.7469,30.277),(-97.7468,30.2773)
18506	(-97.739,30.2783),(-97.7392,30.2779)
118506	(-97.7392,30.2779),(-97.739,30.2783)
18508	(-97.7375,30.2805),(-97.7381,30.2807)
118508	(-97.7381,30.2807),(-97.7375,30.2805)
18510	(-97.7399,30.2797),(-97.7398,30.28)
118510	(-97.7398,30.28),(-97.7399,30.2797)
18512	(-97.7336,30.2794),(-97.7345,30.2796)
118512	(-97.7345,30.2796),(-97.7336,30.2794)
18514	(-97.7423,30.2818),(-97.7427,30.2819)
118514	(-97.7427,30.2819),(-97.7423,30.2818)
18516	(-97.7415,30.2883),(-97.7416,30.2877)
118516	(-97.7416,30.2877),(-97.7415,30.2883)
18518	(-97.7418,30.2845),(-97.7419,30.2838)
118518	(-97.7419,30.2838),(-97.7418,30.2845)
18520	(-97.7443,30.2879),(-97.7447,30.2879)
118520	(-97.7447,30.2879),(-97.7443,30.2879)
18522	(-97.7477,30.2892),(-97.7478,30.2882)
118522	(-97.7478,30.2882),(-97.7477,30.2892)
18524	(-97.7445,30.29),(-97.7445,30.2893)
118524	(-97.7445,30.2893),(-97.7445,30.29)
118526	(-97.7447,30.2879),(-97.7446,30.2887)
18528	(-97.7412,30.2913),(-97.7413,30.2907)
118528	(-97.7413,30.2907),(-97.7412,30.2913)
18530	(-97.7441,30.2945),(-97.7441,30.2937)
118530	(-97.7441,30.2937),(-97.7441,30.2945)
18532	(-97.742,30.2937),(-97.7412,30.292)
118532	(-97.7412,30.292),(-97.742,30.2937)
18534	(-97.7312,30.2893),(-97.7315,30.2893)
118534	(-97.7315,30.2893),(-97.7312,30.2893)
18536	(-97.7469,30.2974),(-97.7476,30.2977)
118536	(-97.7476,30.2977),(-97.7469,30.2974)
18538	(-97.7467,30.2994),(-97.7485,30.2981)
118538	(-97.7485,30.2981),(-97.7467,30.2994)
18557	(-97.743,30.2892),(-97.7445,30.2893)
118557	(-97.7445,30.2893),(-97.743,30.2892)
18559	(-97.744,30.2852),(-97.7418,30.285)
118559	(-97.7418,30.285),(-97.744,30.2852)
18560	(-97.7437,30.2879),(-97.744,30.2852)
18562	(-97.744,30.2852),(-97.7441,30.284)
18564	(-97.7441,30.284),(-97.7442,30.2824)
18565	(-97.7441,30.284),(-97.7451,30.284)
118565	(-97.7451,30.284),(-97.7441,30.284)
18566	(-97.7445,30.2804),(-97.7434,30.2801)
118566	(-97.7434,30.2801),(-97.7445,30.2804)
18567	(-97.7418,30.2636),(-97.7407,30.2633)
5212	(-97.7415,30.2677),(-97.7421,30.2679)
18464	(-97.7443,30.2726),(-97.7449,30.2728)
5225	(-97.7452,30.2718),(-97.7456,30.2709)
117619	(-97.7452,30.2718),(-97.7441,30.2715)
18333	(-97.7449,30.2728),(-97.7452,30.2718)
18205	(-97.7441,30.2748),(-97.7446,30.2737)
118206	(-97.7441,30.2748),(-97.7431,30.2744)
18206	(-97.7431,30.2744),(-97.7441,30.2748)
18554	(-97.7349,30.2756),(-97.735,30.2739)
18556	(-97.7349,30.2756),(-97.7318,30.2748)
118554	(-97.735,30.2739),(-97.7349,30.2756)
118556	(-97.7318,30.2748),(-97.7349,30.2756)
104284	(-97.7416,30.2785),(-97.7412,30.2795)
104300	(-97.735,30.2787),(-97.7345,30.2796)
104611	(-97.7477,30.2684),(-97.7466,30.2681)
104871	(-97.7532,30.2697),(-97.751,30.2693)
104891	(-97.7488,30.2687),(-97.7477,30.2684)
104894	(-97.751,30.2693),(-97.7499,30.269)
105137	(-97.7408,30.2696),(-97.7404,30.2705)
105152	(-97.7397,30.2661),(-97.7386,30.2658)
105167	(-97.7421,30.2658),(-97.7418,30.2668)
105171	(-97.7432,30.2671),(-97.7418,30.2668)
105181	(-97.7445,30.2675),(-97.7432,30.2671)
105188	(-97.7466,30.2681),(-97.7455,30.2678)
105205	(-97.7418,30.2668),(-97.7415,30.2677)
105208	(-97.7415,30.2677),(-97.7411,30.2686)
105215	(-97.7423,30.2766),(-97.7419,30.2776)
105234	(-97.7401,30.2714),(-97.7397,30.2724)
105292	(-97.7365,30.2747),(-97.736,30.2759)
105302	(-97.7376,30.2718),(-97.7372,30.2729)
106230	(-97.7409,30.2803),(-97.7405,30.2813)
106254	(-97.7345,30.2796),(-97.7343,30.2804)
114454	(-97.7425,30.2649),(-97.7421,30.2658)
114461	(-97.7407,30.2664),(-97.7397,30.2661)
114713	(-97.736,30.2759),(-97.7353,30.2778)
115584	(-97.7435,30.2734),(-97.7431,30.2744)
115585	(-97.7431,30.2744),(-97.7426,30.2756)
115586	(-97.7426,30.2756),(-97.7423,30.2766)
115886	(-97.7419,30.2776),(-97.7416,30.2785)
117729	(-97.7411,30.2686),(-97.7408,30.2696)
118190	(-97.7404,30.2705),(-97.7401,30.2714)
118228	(-97.7351,30.2783),(-97.735,30.2787)
118234	(-97.7412,30.2795),(-97.7409,30.2803)
118319	(-97.7499,30.269),(-97.7488,30.2687)
118367	(-97.743,30.2892),(-97.7431,30.2878)
118370	(-97.7426,30.2948),(-97.7428,30.2921)
118504	(-97.7353,30.2778),(-97.7351,30.2783)
118558	(-97.7428,30.2921),(-97.743,30.2892)
4878	(-97.7557,30.2678),(-97.7571,30.2645)
104878	(-97.7571,30.2645),(-97.7557,30.2678)
18602	(-97.7571,30.267),(-97.7557,30.2678)
118602	(-97.7557,30.2678),(-97.7571,30.267)
118601	(-97.7557,30.2678),(-97.7555509261609,30.2663454823876)
18601	(-97.7555509261609,30.2663454823876),(-97.7557,30.2678)
104903	(-97.7546,30.2703),(-97.7532,30.2697)
18428	(-97.7456,30.2709),(-97.7459,30.27)
18176	(-97.739,30.268),(-97.7387,30.269)
18173	(-97.7393,30.2671),(-97.739,30.268)
18603	(-97.7386,30.2658),(-97.7382,30.2668)
118603	(-97.7382,30.2668),(-97.7386,30.2658)
18604	(-97.7382,30.2668),(-97.7379,30.2677)
118604	(-97.7379,30.2677),(-97.7382,30.2668)
118605	(-97.7495,30.2668),(-97.7484,30.2665)
18605	(-97.7484,30.2665),(-97.7495,30.2668)
18382	(-97.7466,30.265),(-97.7477,30.2653)
118382	(-97.7477,30.2653),(-97.7466,30.265)
18383	(-97.7477,30.2653),(-97.7487,30.2656)
118383	(-97.7487,30.2656),(-97.7477,30.2653)
4608	(-97.7466,30.2681),(-97.747,30.2672)
18381	(-97.7477,30.2653),(-97.748,30.2644)
18432	(-97.7452,30.2656),(-97.7458,30.2658)
17615	(-97.7458,30.2658),(-97.7462,30.2659)
18436	(-97.7462,30.2659),(-97.7468,30.2661)
14515	(-97.7468,30.2661),(-97.7473,30.2662)
14514	(-97.7473,30.2662),(-97.7484,30.2665)
104883	(-97.7473,30.2662),(-97.7477,30.2653)
114984	(-97.747,30.2672),(-97.7473,30.2662)
14517	(-97.7439,30.2652),(-97.7452,30.2656)
14518	(-97.7425,30.2649),(-97.7439,30.2652)
6211	(-97.7419,30.2817),(-97.742,30.2806)
6218	(-97.743,30.2779),(-97.7441,30.2782)
106218	(-97.7441,30.2782),(-97.743,30.2779)
18568	(-97.7469,30.2705),(-97.7459,30.27)
18223	(-97.7423,30.2797),(-97.7412,30.2795)
18238	(-97.7423,30.2766),(-97.7433,30.2769)
118238	(-97.7433,30.2769),(-97.7423,30.2766)
18209	(-97.7423,30.2766),(-97.7413,30.2763)
118209	(-97.7413,30.2763),(-97.7423,30.2766)
18217	(-97.7368,30.2772),(-97.7392,30.2779)
18226	(-97.7388,30.2788),(-97.7364,30.2781)
18230	(-97.735,30.2787),(-97.7361,30.279)
18202	(-97.7437,30.2759),(-97.7448,30.2763)
118202	(-97.7448,30.2763),(-97.7437,30.2759)
5230	(-97.7441,30.2748),(-97.7452,30.2751)
105230	(-97.7452,30.2751),(-97.7441,30.2748)
18409	(-97.7235,30.2893),(-97.7238,30.2888)
118426	(-97.7319,30.2672),(-97.7335,30.2675)
14722	(-97.7294,30.2692),(-97.7325,30.2703)
114722	(-97.7325,30.2703),(-97.7294,30.2692)
5276	(-97.7309,30.2635),(-97.7345,30.2647)
105276	(-97.7345,30.2647),(-97.7309,30.2635)
14494	(-97.7315,30.2647),(-97.7342,30.2656)
114494	(-97.7342,30.2656),(-97.7315,30.2647)
5124	(-97.7373,30.2598),(-97.7377,30.2574)
5126	(-97.7373,30.2598),(-97.7373,30.2578)
4609	(-97.7452,30.2718),(-97.7463,30.2721)
104609	(-97.7463,30.2721),(-97.7452,30.2718)
118336	(-97.747,30.2734),(-97.7459,30.2731)
6334	(-97.726807,30.278747),(-97.728409,30.278522),(-97.72911,30.278454)
4290	(-97.732193,30.278976),(-97.732253,30.278932),(-97.73229,30.278905),(-97.732409,30.278818),(-97.732492,30.27872),(-97.732547,30.278656),(-97.732691,30.278474),(-97.732799,30.278295),(-97.732821,30.278249)
4787	(-97.748001,30.264367),(-97.747967,30.264321),(-97.74796,30.264311),(-97.74776,30.26404),(-97.747731,30.263838),(-97.747724,30.263791),(-97.747703,30.263643)
5285	(-97.735015,30.273882),(-97.734994,30.273766),(-97.734964,30.273604),(-97.734934,30.273437),(-97.734916,30.273249),(-97.734914,30.27323),(-97.734913,30.273217),(-97.734882,30.272886),(-97.734998,30.27248),(-97.735035,30.272351),(-97.73504,30.272334)
5286	(-97.733191,30.277211),(-97.73322,30.277171),(-97.7334,30.276925),(-97.733442,30.276867),(-97.73351,30.276775),(-97.734003,30.276442),(-97.734246,30.276278),(-97.734797,30.275685),(-97.734829,30.275651),(-97.734839,30.27564),(-97.734849,30.275629),(-97.734859,30.275618),(-97.734873,30.275603)
5287	(-97.733292,30.27056),(-97.733403,30.270591),(-97.733426,30.270598),(-97.734248,30.27083)
5934	(-97.748498,30.298135),(-97.748651,30.297871),(-97.748674,30.297816),(-97.748755,30.297641),(-97.74878,30.297587),(-97.748833,30.29747),(-97.74884,30.297449),(-97.748865,30.297362),(-97.748897,30.297249),(-97.74892,30.297136),(-97.748943,30.297008),(-97.748967,30.296829),(-97.748952,30.296694),(-97.748931,30.296554),(-97.748861,30.296299),(-97.748812,30.296136),(-97.748725,30.295964),(-97.748684,30.295906),(-97.748549,30.295707),(-97.747383,30.293907),(-97.747228,30.293667),(-97.74704,30.293262),(-97.747015,30.293173),(-97.747008,30.293082),(-97.747017,30.292906),(-97.747066,30.292737),(-97.747078,30.292714),(-97.747119,30.292633),(-97.747186,30.292539),(-97.747276,30.292436),(-97.747398,30.292328),(-97.747506,30.29227),(-97.747618,30.292209),(-97.747735,30.292162),(-97.747866,30.29212),(-97.74803,30.292096),(-97.749489,30.291807),(-97.749559,30.291793),(-97.749609,30.291783),(-97.749657,30.291774),(-97.749869,30.291732)
5991	(-97.752802,30.288489),(-97.753092,30.287049),(-97.753127,30.286888),(-97.753135,30.286853),(-97.753163,30.286727),(-97.753184,30.28651),(-97.753192,30.286196),(-97.753184,30.285983),(-97.753167,30.285577),(-97.753159,30.285516),(-97.753133,30.285329),(-97.753085,30.285163),(-97.753013,30.284972),(-97.752957,30.284876),(-97.752885,30.284752),(-97.752715,30.28444),(-97.752526,30.284139),(-97.752116,30.283614)
5993	(-97.752802,30.288489),(-97.753184,30.288577),(-97.754388,30.28893),(-97.754512,30.288952),(-97.754646,30.288985),(-97.754776,30.288985),(-97.75514,30.288965),(-97.755334,30.288959),(-97.75554,30.288995),(-97.755724,30.289052),(-97.755959,30.289182),(-97.756081,30.289279),(-97.756227,30.289417),(-97.756259,30.289462)
6168	(-97.730514,30.278504),(-97.730784,30.278556),(-97.73153,30.278748),(-97.732163,30.278969),(-97.732169,30.27897),(-97.732173,30.278971),(-97.732177,30.278972),(-97.732185,30.278974),(-97.732193,30.278976)
6183	(-97.730337,30.280236),(-97.730409,30.280167),(-97.730429,30.280148),(-97.730448,30.28013),(-97.730475,30.280105),(-97.730492,30.280089),(-97.730505,30.280076),(-97.731078,30.279531),(-97.731107,30.279511)
6249	(-97.734304,30.280372),(-97.734428,30.28035),(-97.735111,30.280231),(-97.73545,30.280172),(-97.735596,30.280061),(-97.735662,30.280012),(-97.735709,30.279977)
6262	(-97.736072,30.293122),(-97.7365,30.292693),(-97.736517,30.292675),(-97.736526,30.29264),(-97.736569,30.292471),(-97.73657,30.292421),(-97.736581,30.2918)
