id	coordinates
6267	(-97.736072,30.293122),(-97.736016,30.29281),(-97.736004,30.292675),(-97.735964,30.292475),(-97.735892,30.292296),(-97.735784,30.292121),(-97.735177,30.291439),(-97.734965,30.291231),(-97.73488,30.291115),(-97.734742,30.290872)
6312	(-97.726743,30.287196),(-97.72675,30.287173),(-97.726755,30.287158),(-97.726799,30.287011),(-97.726902,30.286665),(-97.726996,30.286348)
6321	(-97.727965,30.283227),(-97.728095,30.283018),(-97.728281,30.282733),(-97.72857,30.282442),(-97.72891,30.282127),(-97.729199,30.281781),(-97.729448,30.281461),(-97.729688,30.281164),(-97.729848,30.280942),(-97.729983,30.280757),(-97.729997,30.280736),(-97.730337,30.280236)
6345	(-97.727699,30.284019),(-97.72774,30.283897),(-97.727779,30.283781),(-97.727801,30.283715),(-97.727823,30.283649),(-97.72784,30.2836),(-97.727919,30.283365),(-97.727935,30.283316),(-97.727943,30.283292),(-97.727953,30.283263),(-97.727965,30.283227)
15803	(-97.732821,30.278249),(-97.732911,30.278055),(-97.73315,30.277334),(-97.733156,30.277317),(-97.733163,30.277296),(-97.733168,30.277279),(-97.733191,30.277211)
16005	(-97.726996,30.286348),(-97.727036,30.286213),(-97.727062,30.286127),(-97.727065,30.286117)
16006	(-97.727424,30.284937),(-97.727472,30.284776),(-97.727699,30.284019)
16013	(-97.727065,30.286117),(-97.727073,30.286091),(-97.72708,30.286071),(-97.727364,30.285135),(-97.727424,30.284937)
16078	(-97.733273,30.281687),(-97.733269,30.281579),(-97.733263,30.281428),(-97.73326,30.281354),(-97.73333,30.281175),(-97.733403,30.28103),(-97.733547,30.280852),(-97.733856,30.280563),(-97.734254,30.280393),(-97.734304,30.280372)
16582	(-97.731107,30.279511),(-97.731224,30.279429),(-97.731427,30.279323),(-97.73163,30.279231),(-97.731856,30.279137),(-97.732007,30.279064),(-97.732174,30.278985),(-97.732176,30.278984),(-97.732181,30.278982),(-97.732187,30.278979),(-97.732193,30.278976)
17613	(-97.747703,30.263643),(-97.747356,30.263948),(-97.746944,30.26407)
6362	(-97.724682,30.28643),(-97.724799,30.286488),(-97.724851,30.286513),(-97.724894,30.286535),(-97.724917,30.286546),(-97.724937,30.286556),(-97.724949,30.286562),(-97.725045,30.28661),(-97.72513,30.286652)
6326	(-97.727476,30.2831),(-97.727649,30.282874),(-97.72785,30.282688),(-97.727943,30.282615),(-97.728074,30.282511),(-97.72816,30.282442),(-97.728279,30.282348),(-97.728471,30.282187),(-97.728673,30.281985),(-97.728875,30.281758),(-97.728886,30.281747),(-97.729117,30.281441),(-97.729167,30.281376)
14092	(-97.725895,30.285466),(-97.726293,30.284868),(-97.726978,30.283864),(-97.727389,30.283233),(-97.727476,30.2831)
6338	(-97.72911,30.278454),(-97.72962,30.278438),(-97.729936,30.278442),(-97.730254,30.278473),(-97.730514,30.278504)
6335	(-97.72997,30.27989),(-97.730193,30.279317),(-97.730226,30.279231),(-97.730276,30.279102),(-97.730438,30.278684),(-97.730485,30.278562),(-97.730514,30.278504)
4291	(-97.729337,30.279933),(-97.729593,30.279419),(-97.729626,30.279352),(-97.729734,30.279137),(-97.729814,30.278977),(-97.729963,30.278679)
6342	(-97.729167,30.281376),(-97.729422,30.28099),(-97.729546,30.28077),(-97.72972,30.280444),(-97.72997,30.27989)
5318	(-97.732476,30.270329),(-97.73263,30.270368),(-97.732722,30.270392),(-97.732795,30.270412),(-97.732844,30.270426),(-97.732872,30.270434),(-97.732895,30.27044),(-97.732904,30.270443),(-97.732942,30.270452),(-97.732996,30.270465),(-97.73303,30.270478),(-97.733119,30.270501),(-97.733292,30.27056)
5314	(-97.732566,30.272479),(-97.732728,30.272008),(-97.732787,30.271834)
5317	(-97.731885,30.271868),(-97.73204,30.271862),(-97.732256,30.271854),(-97.732271,30.271853),(-97.732294,30.271851),(-97.732318,30.27185),(-97.732333,30.27185),(-97.732377,30.271849),(-97.73238,30.271849),(-97.732384,30.271849),(-97.732428,30.271848),(-97.732438,30.271848),(-97.732451,30.271847),(-97.732498,30.271846),(-97.732554,30.271845),(-97.732576,30.271844),(-97.732787,30.271834)
5283	(-97.731982,30.274125),(-97.732566,30.272479)
16601	(-97.730849,30.272026),(-97.730993,30.272001),(-97.731056,30.271992),(-97.731885,30.271868)
17571	(-97.731866,30.274488),(-97.731982,30.274125)
5330	(-97.731773,30.274778),(-97.731866,30.274488)
17572	(-97.731085,30.274209),(-97.731108,30.274307),(-97.731159,30.274382),(-97.731721,30.274532),(-97.731776,30.274528),(-97.731866,30.274488)
5327	(-97.730983,30.274611),(-97.7311,30.274636),(-97.731179,30.274653),(-97.731198,30.274657),(-97.73125,30.274666),(-97.731322,30.274683),(-97.73138,30.274696),(-97.731396,30.274699),(-97.731421,30.274704),(-97.731456,30.274711),(-97.731469,30.274714),(-97.731522,30.274725),(-97.731541,30.274729),(-97.731561,30.274733),(-97.731591,30.274739),(-97.731773,30.274778)
17573	(-97.731556,30.27549),(-97.731607,30.2751),(-97.731565,30.274966),(-97.731488,30.274934),(-97.731287,30.274883),(-97.731095,30.274891),(-97.730999,30.274966),(-97.730874,30.275126)
13427	(-97.731321,30.276144),(-97.731468,30.275734),(-97.731493,30.275665),(-97.731556,30.27549)
12086	(-97.735003,30.265878),(-97.735384,30.26492)
14493	(-97.734203,30.26563),(-97.735003,30.265878)
17626	(-97.734239,30.2679),(-97.734202,30.26779),(-97.734132,30.267745),(-97.733698,30.267618),(-97.733602,30.267621),(-97.733431,30.2677)
5129	(-97.736767,30.26123),(-97.736986,30.260624),(-97.737304,30.25975)
5125	(-97.735784,30.260995),(-97.73635,30.261167),(-97.736767,30.26123)
16055	(-97.734444,30.260511),(-97.734617,30.260567),(-97.734726,30.260608),(-97.735536,30.260913),(-97.735784,30.260995)
5064	(-97.736529,30.261893),(-97.736718,30.261367),(-97.736767,30.26123)
5262	(-97.735747,30.262956),(-97.73598,30.262584),(-97.736077,30.262431),(-97.736381,30.262044),(-97.736529,30.261893)
14663	(-97.734151,30.261523),(-97.734333,30.26158),(-97.735141,30.261835),(-97.735315,30.2619),(-97.735538,30.261983)
17454	(-97.73499,30.263386),(-97.735004,30.263545),(-97.735077,30.263692),(-97.73518,30.263771),(-97.735267,30.263806),(-97.735338,30.26383),(-97.73544,30.263851),(-97.735514,30.263856),(-97.735617,30.263849),(-97.73569,30.26383),(-97.735739,30.263788),(-97.735865,30.26364)
5265	(-97.735384,30.26492),(-97.735537,30.264494)
5255	(-97.735537,30.264494),(-97.735539,30.264441),(-97.735531,30.264379),(-97.735515,30.264309),(-97.735488,30.264257),(-97.735425,30.264173),(-97.73535,30.264132),(-97.735331,30.264121),(-97.73527,30.264101),(-97.735253,30.264095),(-97.735241,30.264093),(-97.735234,30.264091),(-97.735185,30.264081),(-97.735154,30.264074),(-97.735071,30.264058),(-97.734995,30.26406),(-97.734933,30.264067),(-97.734858,30.264097),(-97.734796,30.264122),(-97.734711,30.264194),(-97.734608,30.264286)
5281	(-97.733968,30.268695),(-97.733992,30.268625)
14720	(-97.731718,30.265913),(-97.732149,30.266051),(-97.732288,30.266094),(-97.733174,30.266363),(-97.733325,30.266411),(-97.733869,30.266577)
104290	(-97.732821,30.278249),(-97.732799,30.278295),(-97.732691,30.278474),(-97.732547,30.278656),(-97.732492,30.27872),(-97.732409,30.278818),(-97.73229,30.278905),(-97.732253,30.278932),(-97.732193,30.278976)
105268	(-97.735661,30.267086),(-97.734799,30.266858),(-97.734795,30.266857),(-97.734791,30.266856),(-97.734666,30.266823)
105285	(-97.73504,30.272334),(-97.735035,30.272351),(-97.734998,30.27248),(-97.734882,30.272886),(-97.734913,30.273217),(-97.734914,30.27323),(-97.734916,30.273249),(-97.734934,30.273437),(-97.734964,30.273604),(-97.734994,30.273766),(-97.735015,30.273882)
104876	(-97.761474,30.269369),(-97.758268,30.267926),(-97.757438,30.267246),(-97.757094,30.266965)
105286	(-97.734873,30.275603),(-97.734859,30.275618),(-97.734849,30.275629),(-97.734839,30.27564),(-97.734829,30.275651),(-97.734797,30.275685),(-97.734246,30.276278),(-97.734003,30.276442),(-97.73351,30.276775),(-97.733442,30.276867),(-97.7334,30.276925),(-97.73322,30.277171),(-97.733191,30.277211)
105287	(-97.734248,30.27083),(-97.733426,30.270598),(-97.733403,30.270591),(-97.733292,30.27056)
105934	(-97.749869,30.291732),(-97.749657,30.291774),(-97.749609,30.291783),(-97.749559,30.291793),(-97.749489,30.291807),(-97.74803,30.292096),(-97.747866,30.29212),(-97.747735,30.292162),(-97.747618,30.292209),(-97.747506,30.29227),(-97.747398,30.292328),(-97.747276,30.292436),(-97.747186,30.292539),(-97.747119,30.292633),(-97.747078,30.292714),(-97.747066,30.292737),(-97.747017,30.292906),(-97.747008,30.293082),(-97.747015,30.293173),(-97.74704,30.293262),(-97.747228,30.293667),(-97.747383,30.293907),(-97.748549,30.295707),(-97.748684,30.295906),(-97.748725,30.295964),(-97.748812,30.296136),(-97.748861,30.296299),(-97.748931,30.296554),(-97.748952,30.296694),(-97.748967,30.296829),(-97.748943,30.297008),(-97.74892,30.297136),(-97.748897,30.297249),(-97.748865,30.297362),(-97.74884,30.297449),(-97.748833,30.29747),(-97.74878,30.297587),(-97.748755,30.297641),(-97.748674,30.297816),(-97.748651,30.297871),(-97.748498,30.298135)
105991	(-97.752116,30.283614),(-97.752526,30.284139),(-97.752715,30.28444),(-97.752885,30.284752),(-97.752957,30.284876),(-97.753013,30.284972),(-97.753085,30.285163),(-97.753133,30.285329),(-97.753159,30.285516),(-97.753167,30.285577),(-97.753184,30.285983),(-97.753192,30.286196),(-97.753184,30.28651),(-97.753163,30.286727),(-97.753135,30.286853),(-97.753127,30.286888),(-97.753092,30.287049),(-97.752802,30.288489)
105993	(-97.756259,30.289462),(-97.756227,30.289417),(-97.756081,30.289279),(-97.755959,30.289182),(-97.755724,30.289052),(-97.75554,30.288995),(-97.755334,30.288959),(-97.75514,30.288965),(-97.754776,30.288985),(-97.754646,30.288985),(-97.754512,30.288952),(-97.754388,30.28893),(-97.753184,30.288577),(-97.752802,30.288489)
106168	(-97.732193,30.278976),(-97.732185,30.278974),(-97.732177,30.278972),(-97.732173,30.278971),(-97.732169,30.27897),(-97.732163,30.278969),(-97.73153,30.278748),(-97.730784,30.278556),(-97.730514,30.278504)
106183	(-97.731107,30.279511),(-97.731078,30.279531),(-97.730505,30.280076),(-97.730492,30.280089),(-97.730475,30.280105),(-97.730448,30.28013),(-97.730429,30.280148),(-97.730409,30.280167),(-97.730337,30.280236)
106262	(-97.736581,30.2918),(-97.73657,30.292421),(-97.736569,30.292471),(-97.736526,30.29264),(-97.736517,30.292675),(-97.7365,30.292693),(-97.736072,30.293122)
106267	(-97.734742,30.290872),(-97.73488,30.291115),(-97.734965,30.291231),(-97.735177,30.291439),(-97.735784,30.292121),(-97.735892,30.292296),(-97.735964,30.292475),(-97.736004,30.292675),(-97.736016,30.29281),(-97.736072,30.293122)
106312	(-97.726996,30.286348),(-97.726902,30.286665),(-97.726799,30.287011),(-97.726755,30.287158),(-97.72675,30.287173),(-97.726743,30.287196)
106321	(-97.730337,30.280236),(-97.729997,30.280736),(-97.729983,30.280757),(-97.729848,30.280942),(-97.729688,30.281164),(-97.729448,30.281461),(-97.729199,30.281781),(-97.72891,30.282127),(-97.72857,30.282442),(-97.728281,30.282733),(-97.728095,30.283018),(-97.727965,30.283227)
106345	(-97.727965,30.283227),(-97.727953,30.283263),(-97.727943,30.283292),(-97.727935,30.283316),(-97.727919,30.283365),(-97.72784,30.2836),(-97.727823,30.283649),(-97.727801,30.283715),(-97.727779,30.283781),(-97.72774,30.283897),(-97.727699,30.284019)
115803	(-97.733191,30.277211),(-97.733168,30.277279),(-97.733163,30.277296),(-97.733156,30.277317),(-97.73315,30.277334),(-97.732911,30.278055),(-97.732821,30.278249)
116005	(-97.727065,30.286117),(-97.727062,30.286127),(-97.727036,30.286213),(-97.726996,30.286348)
116006	(-97.727699,30.284019),(-97.727472,30.284776),(-97.727424,30.284937)
116013	(-97.727424,30.284937),(-97.727364,30.285135),(-97.72708,30.286071),(-97.727073,30.286091),(-97.727065,30.286117)
116078	(-97.734304,30.280372),(-97.734254,30.280393),(-97.733856,30.280563),(-97.733547,30.280852),(-97.733403,30.28103),(-97.73333,30.281175),(-97.73326,30.281354),(-97.733263,30.281428),(-97.733269,30.281579),(-97.733273,30.281687)
116582	(-97.732193,30.278976),(-97.732187,30.278979),(-97.732181,30.278982),(-97.732176,30.278984),(-97.732174,30.278985),(-97.732007,30.279064),(-97.731856,30.279137),(-97.73163,30.279231),(-97.731427,30.279323),(-97.731224,30.279429),(-97.731107,30.279511)
106362	(-97.72513,30.286652),(-97.725045,30.28661),(-97.724949,30.286562),(-97.724937,30.286556),(-97.724917,30.286546),(-97.724894,30.286535),(-97.724851,30.286513),(-97.724799,30.286488),(-97.724682,30.28643)
113438	(-97.723883,30.287719),(-97.723866,30.288129)
106346	(-97.72721,30.282387),(-97.726921,30.282986)
116673	(-97.726921,30.282986),(-97.726855,30.283087),(-97.726815,30.283149),(-97.72676,30.283233),(-97.726682,30.283353),(-97.726609,30.283465),(-97.726406,30.283778)
106327	(-97.726406,30.283778),(-97.725221,30.285603)
106338	(-97.730514,30.278504),(-97.730254,30.278473),(-97.729936,30.278442),(-97.72962,30.278438),(-97.72911,30.278454)
106333	(-97.72882,30.279061),(-97.728554,30.279612),(-97.728523,30.279675),(-97.728103,30.280543),(-97.727995,30.280767)
106344	(-97.72882,30.279061),(-97.728713,30.279472),(-97.728635,30.279745),(-97.72837,30.280521),(-97.7282,30.280999)
106323	(-97.727995,30.280767),(-97.727924,30.280913),(-97.727488,30.281813),(-97.727337,30.282126),(-97.72721,30.282387)
116672	(-97.730874,30.275126),(-97.730663,30.275592),(-97.730638,30.275647),(-97.730566,30.275807),(-97.730557,30.275825),(-97.730501,30.275949),(-97.730482,30.276),(-97.730459,30.276064),(-97.730369,30.276223),(-97.729896,30.277061)
105318	(-97.733292,30.27056),(-97.733119,30.270501),(-97.73303,30.270478),(-97.732996,30.270465),(-97.732942,30.270452),(-97.732904,30.270443),(-97.732895,30.27044),(-97.732872,30.270434),(-97.732844,30.270426),(-97.732795,30.270412),(-97.732722,30.270392),(-97.73263,30.270368),(-97.732476,30.270329)
105319	(-97.732476,30.270329),(-97.732426,30.270461),(-97.731906,30.271813),(-97.731885,30.271868)
105317	(-97.732787,30.271834),(-97.732576,30.271844),(-97.732554,30.271845),(-97.732498,30.271846),(-97.732451,30.271847),(-97.732438,30.271848),(-97.732428,30.271848),(-97.732384,30.271849),(-97.73238,30.271849),(-97.732377,30.271849),(-97.732333,30.27185),(-97.732318,30.27185),(-97.732294,30.271851),(-97.732271,30.271853),(-97.732256,30.271854),(-97.73204,30.271862),(-97.731885,30.271868)
105321	(-97.731885,30.271868),(-97.731669,30.272419)
116601	(-97.731885,30.271868),(-97.731056,30.271992),(-97.730993,30.272001),(-97.730849,30.272026)
114745	(-97.731669,30.272419),(-97.731448,30.272979)
105293	(-97.731448,30.272979),(-97.731385,30.273144),(-97.731335,30.273273),(-97.731085,30.274209)
105326	(-97.731085,30.274209),(-97.731053,30.274334),(-97.730983,30.274611)
105327	(-97.731773,30.274778),(-97.731591,30.274739),(-97.731561,30.274733),(-97.731541,30.274729),(-97.731522,30.274725),(-97.731469,30.274714),(-97.731456,30.274711),(-97.731421,30.274704),(-97.731396,30.274699),(-97.73138,30.274696),(-97.731322,30.274683),(-97.73125,30.274666),(-97.731198,30.274657),(-97.731179,30.274653),(-97.7311,30.274636),(-97.730983,30.274611)
105331	(-97.730983,30.274611),(-97.730874,30.275126)
105277	(-97.734608,30.264286),(-97.734462,30.26467)
107421	(-97.734462,30.26467),(-97.734203,30.26563)
114493	(-97.735003,30.265878),(-97.734203,30.26563)
105254	(-97.734203,30.26563),(-97.733869,30.266577)
114724	(-97.733869,30.266577),(-97.733858,30.266605),(-97.733824,30.266689),(-97.733502,30.267503)
105125	(-97.736767,30.26123),(-97.73635,30.261167),(-97.735784,30.260995)
116055	(-97.735784,30.260995),(-97.735536,30.260913),(-97.734726,30.260608),(-97.734617,30.260567),(-97.734444,30.260511)
105261	(-97.735704,30.261354),(-97.735538,30.261983)
114663	(-97.735538,30.261983),(-97.735315,30.2619),(-97.735141,30.261835),(-97.734333,30.26158),(-97.734151,30.261523)
117452	(-97.735538,30.261983),(-97.735507,30.262064),(-97.735201,30.26287),(-97.735162,30.262964),(-97.73499,30.263386)
105256	(-97.73499,30.263386),(-97.734817,30.263797),(-97.73479,30.26386),(-97.734757,30.263937),(-97.734742,30.263973),(-97.734608,30.264286)
105278	(-97.733431,30.2677),(-97.733176,30.268402)
105135	(-97.733176,30.268402),(-97.732829,30.269359),(-97.732476,30.270329)
114720	(-97.733869,30.266577),(-97.733325,30.266411),(-97.733174,30.266363),(-97.732288,30.266094),(-97.732149,30.266051),(-97.731718,30.265913)
106334	(-97.72911,30.278454),(-97.728409,30.278522),(-97.726807,30.278747)
106336	(-97.7282,30.280999),(-97.7278,30.2817)
6308	(-97.7254,30.2863),(-97.725604,30.285907),(-97.725641,30.285846),(-97.725895,30.285466)
6363	(-97.72513,30.286652),(-97.725165,30.2866),(-97.725165,30.286599),(-97.725217,30.286521),(-97.7254,30.2863)
6317	(-97.7222,30.2909),(-97.723406,30.28903)
4861	(-97.7532,30.2697),(-97.7538,30.2685)
104861	(-97.7538,30.2685),(-97.7532,30.2697)
6016	(-97.749869,30.291732),(-97.750182,30.291689),(-97.750257,30.291673),(-97.750327,30.291659),(-97.750429,30.29163),(-97.750521,30.291594),(-97.750571,30.291564),(-97.750698,30.29149),(-97.750791,30.291396),(-97.750935,30.291239),(-97.751128,30.291026),(-97.751252,30.290899),(-97.751363,30.29076),(-97.752032,30.289923),(-97.7522,30.2898)
106016	(-97.7522,30.2898),(-97.752032,30.289923),(-97.751363,30.29076),(-97.751252,30.290899),(-97.751128,30.291026),(-97.750935,30.291239),(-97.750791,30.291396),(-97.750698,30.29149),(-97.750571,30.291564),(-97.750521,30.291594),(-97.750429,30.29163),(-97.750327,30.291659),(-97.750257,30.291673),(-97.750182,30.291689),(-97.749869,30.291732)
425133	(-97.7529,30.2711),(-97.7532,30.2697)
425132	(-97.7532,30.2697),(-97.7529,30.2711)
4252	(-97.730514,30.278504),(-97.730508,30.278504),(-97.730752,30.277882),(-97.730918,30.277458),(-97.731192,30.276674),(-97.731321,30.276144)
104294	(-97.729896,30.277061),(-97.729768,30.277288),(-97.729469,30.277818),(-97.729179,30.278333),(-97.72911,30.278454)
118448	(-97.7455,30.2678),(-97.745,30.2676)
105185	(-97.745,30.2676),(-97.7445,30.2675)
118438	(-97.7418,30.2668),(-97.7413,30.2666)
105204	(-97.7413,30.2666),(-97.7407,30.2664)
118454	(-97.7386,30.2658),(-97.7382,30.2657)
105270	(-97.7382,30.2657),(-97.7375,30.2655)
4897	(-97.7495,30.2699),(-97.7506,30.2703)
18331	(-97.7506,30.2703),(-97.751,30.2693)
118331	(-97.751,30.2693),(-97.7506,30.2703)
18330	(-97.7502,30.2712),(-97.7506,30.2703)
118330	(-97.7506,30.2703),(-97.7502,30.2712)
4867	(-97.7495,30.2699),(-97.7499,30.269)
104867	(-97.7499,30.269),(-97.7495,30.2699)
4893	(-97.7499,30.269),(-97.7502,30.2681)
104893	(-97.7502,30.2681),(-97.7499,30.269)
18308	(-97.7477,30.2684),(-97.7481,30.2675)
118308	(-97.7481,30.2675),(-97.7477,30.2684)
18307	(-97.7474,30.2693),(-97.7477,30.2684)
118307	(-97.7477,30.2684),(-97.7474,30.2693)
18386	(-97.7368,30.2643),(-97.7365,30.2652)
5180	(-97.7441,30.2646),(-97.7442,30.2643)
105180	(-97.7442,30.2643),(-97.7441,30.2646)
5192	(-97.7435,30.2662),(-97.7437,30.2658)
105192	(-97.7437,30.2658),(-97.7435,30.2662)
18458	(-97.7416,30.2713),(-97.7418,30.2709)
118458	(-97.7418,30.2709),(-97.7416,30.2713)
105131	(-97.737,30.257),(-97.736045832,30.2596479727)
105119	(-97.7365,30.2571),(-97.736045832,30.2596479727)
105063	(-97.735784,30.260995),(-97.735768,30.261069),(-97.735704,30.261354)
17453	(-97.735865,30.26364),(-97.7361,30.2631)
18350	(-97.7361,30.2631),(-97.736529,30.261893)
18390	(-97.7357,30.264),(-97.735865,30.26364)
5260	(-97.735537,30.264494),(-97.735658,30.264177),(-97.7357,30.264)
105259	(-97.735704,30.261354),(-97.735724,30.26161),(-97.735716,30.26178),(-97.735686,30.261937),(-97.735644,30.2621),(-97.735559,30.262459),(-97.735545,30.26252),(-97.735408,30.263103),(-97.735305,30.263461),(-97.735231,30.263866)
1356	(-97.735287,30.264269),(-97.735331,30.264121),(-97.73534,30.264091),(-97.735368,30.263996),(-97.735376,30.263969),(-97.735383,30.263945),(-97.735412,30.263845),(-97.735426,30.263796),(-97.735439,30.263761),(-97.735566,30.2634),(-97.735747,30.262956)
5263	(-97.735747,30.262956),(-97.7363,30.2619)
5074	(-97.7363,30.2619),(-97.7373,30.2578)
105082	(-97.737,30.257),(-97.735231,30.263866)
105264	(-97.735231,30.263866),(-97.735216,30.263907),(-97.735197,30.263958),(-97.73519,30.263979),(-97.735085,30.264263)
5251	(-97.734037,30.267646),(-97.734346,30.266801),(-97.734354,30.266779),(-97.734372,30.266732),(-97.734679,30.265907),(-97.734722,30.265792),(-97.735067,30.264861),(-97.735076,30.264837),(-97.735287,30.264269)
105257	(-97.735085,30.264263),(-97.734892,30.26478),(-97.73489,30.264786),(-97.734544,30.265736),(-97.734498,30.265862),(-97.7342,30.266679),(-97.734185,30.266719),(-97.734168,30.266765),(-97.733859,30.267596)
7424	(-97.735003,30.265878),(-97.735114,30.265312),(-97.735149,30.26499),(-97.735287,30.264269)
107417	(-97.735085,30.264263),(-97.734923,30.264471),(-97.734845,30.264633),(-97.734706,30.26485),(-97.734533,30.26507),(-97.73435,30.265325),(-97.734203,30.26563)
5158	(-97.732982,30.270499),(-97.733318,30.269607),(-97.733693,30.268582),(-97.733994,30.267762),(-97.734037,30.267646)
105141	(-97.733859,30.267596),(-97.733822,30.267698),(-97.733523,30.268502),(-97.733163,30.269471),(-97.732784,30.270442)
105151	(-97.733176,30.268402),(-97.733054,30.269136),(-97.733011,30.269539),(-97.732784,30.270442)
5134	(-97.733292,30.27056),(-97.7336,30.2697)
18393	(-97.7336,30.2697),(-97.733968,30.268695)
5313	(-97.732479,30.271904),(-97.732517,30.271792),(-97.732538,30.271719),(-97.732723,30.271212),(-97.732947,30.270599),(-97.732982,30.270499)
105316	(-97.732784,30.270442),(-97.732744,30.270548),(-97.732305,30.271723),(-97.732277,30.271798),(-97.732256,30.271853),(-97.732243,30.271887)
5282	(-97.732787,30.271834),(-97.735,30.2723)
105282	(-97.735,30.2723),(-97.732787,30.271834)
105320	(-97.732243,30.271887),(-97.732208,30.272008),(-97.731899,30.272963)
5291	(-97.731555,30.27461),(-97.731808,30.273756),(-97.731897,30.273507),(-97.732131,30.272874),(-97.73244,30.272008),(-97.732479,30.271904)
5289	(-97.731982,30.274125),(-97.731965,30.273952),(-97.731974,30.273825),(-97.73199,30.273597),(-97.732147,30.27305),(-97.73226,30.272701),(-97.732453,30.272008),(-97.732479,30.271904)
105294	(-97.732243,30.271887),(-97.732179,30.272008),(-97.731766,30.272836),(-97.731675,30.273038),(-97.731616,30.273166),(-97.731444,30.273523),(-97.731271,30.27388),(-97.731085,30.274209)
6322	(-97.731555,30.27461),(-97.731726,30.274453),(-97.731947,30.273886),(-97.732176,30.27335),(-97.732411,30.272755),(-97.732566,30.272479)
106330	(-97.731669,30.272419),(-97.731689,30.272897),(-97.731665,30.273114),(-97.731633,30.273305),(-97.731573,30.273514),(-97.731317,30.274444),(-97.731119,30.27509),(-97.731092,30.275633)
5323	(-97.730806,30.276731),(-97.73118,30.275853),(-97.731308,30.275386),(-97.731404,30.275039),(-97.731446,30.274927),(-97.731458,30.274896),(-97.731522,30.274725),(-97.731555,30.27461)
105284	(-97.731899,30.272963),(-97.731755,30.27343),(-97.73159,30.273987),(-97.731443,30.2745),(-97.731247,30.275107),(-97.731092,30.275633)
105088	(-97.731092,30.275633),(-97.73104,30.275754),(-97.730836,30.276198),(-97.730708,30.276553),(-97.730694,30.276591),(-97.730689,30.276605),(-97.73033,30.277375)
106343	(-97.730874,30.275126),(-97.730828,30.275465),(-97.730699,30.275899),(-97.73057,30.276266),(-97.730462,30.276517),(-97.729483,30.27855),(-97.7282,30.280999)
13428	(-97.729061,30.280991),(-97.729356,30.280407),(-97.729612,30.279824),(-97.730293,30.278269),(-97.73105,30.276724),(-97.731321,30.276144)
18131	(-97.729963,30.278679),(-97.729996,30.27861),(-97.730048,30.278506),(-97.73007,30.278451),(-97.730446,30.277573),(-97.730806,30.276731)
113432	(-97.73033,30.277375),(-97.730268,30.277506),(-97.730028,30.278023),(-97.729832,30.278438),(-97.729809,30.278493),(-97.729721,30.278641)
13425	(-97.729061,30.280991),(-97.729481,30.280524),(-97.729755,30.28011),(-97.72997,30.27989)
6320	(-97.727424,30.282798),(-97.727714,30.282574),(-97.727808,30.282501),(-97.727858,30.282462),(-97.728111,30.282267),(-97.72819,30.282216),(-97.728325,30.282129),(-97.728366,30.282099),(-97.728502,30.282),(-97.728592,30.281925),(-97.728661,30.281866),(-97.72883,30.281707),(-97.729025,30.281515),(-97.729167,30.281376)
113434	(-97.729721,30.278641),(-97.728898,30.280338),(-97.727797,30.282053)
104251	(-97.729721,30.278641),(-97.728569,30.280574),(-97.728482,30.280707),(-97.7278,30.2817)
6337	(-97.727424,30.282798),(-97.727826,30.282182),(-97.727866,30.282121),(-97.728617,30.280969),(-97.728674,30.280882),(-97.728883,30.280582),(-97.729337,30.279933)
13426	(-97.7279,30.2823),(-97.728985,30.280666),(-97.729337,30.279933)
13424	(-97.7279,30.2823),(-97.728063,30.282238),(-97.728162,30.282153),(-97.728239,30.282078),(-97.729061,30.280991)
113433	(-97.727797,30.282053),(-97.726517,30.284047),(-97.726144,30.284616),(-97.725628,30.285409)
106347	(-97.727797,30.282053),(-97.72721,30.282387)
6324	(-97.725503,30.285713),(-97.726727,30.283852),(-97.726763,30.283797),(-97.727152,30.283208),(-97.727249,30.283061),(-97.727257,30.283048),(-97.727274,30.283023),(-97.727404,30.282828),(-97.727424,30.282798)
106331	(-97.7278,30.2817),(-97.7183,30.2966)
113435	(-97.725628,30.285409),(-97.725221,30.285603)
114093	(-97.725503,30.285713),(-97.725895,30.285466)
113436	(-97.725628,30.285409),(-97.724766,30.286732),(-97.724192,30.287625),(-97.723866,30.288129)
6313	(-97.723406,30.28903),(-97.723928,30.288197),(-97.724131,30.287877),(-97.724181,30.287797),(-97.724507,30.287271),(-97.724697,30.286967),(-97.724888,30.28666),(-97.724904,30.286634),(-97.724905,30.286633),(-97.724946,30.286568),(-97.724949,30.286562),(-97.724984,30.286508),(-97.725023,30.286448),(-97.725201,30.286173),(-97.7254,30.285866),(-97.725422,30.285831),(-97.725503,30.285713)
13439	(-97.723406,30.28903),(-97.7238,30.2888)
113440	(-97.723866,30.288129),(-97.7217,30.2914)
318463	(-97.7433,30.2723),(-97.7437,30.271)
318461	(-97.7395,30.2713),(-97.7402,30.2707)
205308	(-97.7359,30.2707),(-97.7365,30.2715)
318457	(-97.7402,30.2694),(-97.7402,30.2707)
318455	(-97.7382,30.2657),(-97.7381,30.2665)
204277	(-97.7452,30.2768),(-97.7466,30.2779)
318453	(-97.7389,30.2669),(-97.7381,30.2665)
318451	(-97.7375,30.2676),(-97.7381,30.2665)
318449	(-97.745,30.2676),(-97.7449,30.2679)
205295	(-97.7337,30.2738),(-97.735,30.2739)
318447	(-97.7434,30.2682),(-97.7449,30.2679)
