    id   type Longitude Latitude Elevation
  3947    100 -104.2108 55.3385      0
  3948    100 -104.2051 55.3148      0
  3949    100 -104.2019 55.3009      0
  3950    100 -104.2046 55.3132      0
  3951    100 -104.2129 55.3519      0
  3952    100 -104.2108 55.3427      0
  3953    100 -104.2055 55.3193      0
  3954    100 -104.2061 55.3217      0
  3955    101 -104.2065 55.3239      0
  3956    100 -104.2125 55.3511      0
  3957    100 -104.1960 55.2763      0
  3958    100 -104.1963 55.2774      0
  3959    100 -104.1964 55.2783      0
  3960    100 -104.2038 55.3117      0
  3961    100 -104.2045 55.3152      0
  3962    100 -104.2071 55.3269      0
  3963    100 -104.1966 55.2792      0
  3964    100 -104.2038 55.3117      0
  3965    100 -104.2146 55.3611      0
  3966    100 -104.2075 55.3289      0
  3967    100 -104.2144 55.3602      0
  3968    100 -104.2147 55.3618      0
  3969    100 -104.2037 55.3118      0
  3970    100 -104.1971 55.2821      0
  3971    100 -104.1966 55.2796      0
  3972    100 -104.2139 55.3583      0
  3973    100 -104.2170 55.3724      0
  3974    100 -104.2034 55.3107      0
  3975    100 -104.2036 55.3117      0
  3976    100 -104.2136 55.3569      0
  3977    100 -104.2036 55.3119      0
  3978    100 -104.2035 55.3116      0
  3979    100 -104.1965 55.2802      0
  3980    100 -104.2038 55.3132      0
  3981    100 -104.2033 55.3107      0
  3982    100 -104.2035 55.3119      0
  3983    100 -104.2123 55.3512      0
  3984    100 -104.2040 55.3142      0
  3985    100 -104.2037 55.3128      0
  3986    100 -104.2034 55.3118      0
  3987    100 -104.2034 55.3117      0
  3988    100 -104.2033 55.3117      0
  3989    100 -104.2002 55.2977      0
  3990    100 -104.2039 55.3143      0
  3991    100 -104.2002 55.2976      0
  3992    100 -104.2031 55.3107      0
  3993    100 -104.2032 55.3118      0
  3994    100 -104.2044 55.3167      0
  3995    100 -104.2049 55.3193      0
  3996    100 -104.2273 55.4208      0
  3997    100 -104.2042 55.3165      0
  3998    100 -104.2035 55.3131      0
  3999    100 -104.1960 55.2795      0
  4000    100 -104.2044 55.3182      0
  4001    100 -104.1957 55.2794      0
  4002    100 -104.2037 55.3156      0
  4003    100 -104.2043 55.3183      0
  4004    101 -104.2054 55.3238      0
  4005    100 -104.1997 55.2978      0
  4006    100 -104.2008 55.3028      0
  4007    100 -104.1996 55.2977      0
  4008    100 -104.2009 55.3034      0
  4009    100 -104.2112 55.3514      0
  4010    100 -104.1985 55.2935      0
  4011    100 -104.2044 55.3205      0
  4012    100 -104.2033 55.3159      0
  4013    100 -104.2043 55.3205      0
  4014    100 -104.2047 55.3225      0
  4015    100 -104.2005 55.3040      0
  4016    100 -104.2045 55.3223      0
  4017    100 -104.2051 55.3248      0
  4018    100 -104.2003 55.3030      0
  4019    100 -104.2050 55.3247      0
  4020    100 -104.2004 55.3039      0
  4021    100 -104.2038 55.3194      0
  4022    100 -104.2002 55.3030      0
  4023    100 -104.2024 55.3134      0
  4024    100 -104.1954 55.2817      0
  4025    100 -104.1989 55.2980      0
  4026    100 -104.2019 55.3118      0
  4027    100 -104.1988 55.2979      0
  4028    100 -104.2018 55.3118      0
  4029    100 -104.2103 55.3506      0
  4030    101 -104.2043 55.3236      0
  4031    100 -104.2017 55.3118      0
  4032    100 -104.1536 55.0927      0
  4033    100 -104.1944 55.2794      0
  4034    100 -104.2025 55.3163      0
  4035    100 -104.2016 55.3119      0
  4036    100 -104.1996 55.3030      0
  4037    100 -104.1944 55.2794      0
  4038    100 -104.1918 55.2676      0
  4039    100 -104.2030 55.3195      0
  4040    100 -104.2097 55.3502      0
  4041    100 -104.2012 55.3120      0
  4042    100 -104.2048 55.3290      0
  4043    100 -104.2008 55.3119      0
  4044    100 -104.2043 55.3281      0
  4045    100 -104.2043 55.3278      0
  4046    100 -104.1956 55.2886      0
  4047    100 -104.2087 55.3483      0
  4048    100 -104.1979 55.2994      0
  4049    100 -104.2014 55.3151      0
  4050    100 -104.1979 55.2995      0
  4051    100 -104.2006 55.3119      0
  4052    100 -104.1976 55.2983      0
  4053    100 -104.1832 55.2326      0
  4054    100 -104.2045 55.3300      0
  4055    100 -104.1975 55.2983      0
  4056    100 -104.1975 55.2984      0
  4057    100 -104.1974 55.2981      0
  4058    100 -104.2044 55.3298      0
  4059    100 -104.1974 55.2985      0
  4060    100 -104.1974 55.2983      0
  4061    100 -104.1971 55.2973      0
  4062    100 -104.1991 55.3064      0
  4063    100 -104.1929 55.2784      0
  4064    100 -104.1973 55.2983      0
  4065    100 -104.2002 55.3120      0
  4066    100 -104.1973 55.2984      0
  4067    100 -104.1970 55.2973      0
  4068    100 -104.2002 55.3119      0
  4069    100 -104.2011 55.3164      0
  4070    100 -104.2022 55.3213      0
  4071    100 -104.2018 55.3196      0
  4072    100 -104.2014 55.3180      0
  4073    100 -104.2038 55.3289      0
  4074    100 -104.2094 55.3546      0
  4075    100 -104.2002 55.3119      0
  4076    100 -104.2087 55.3517      0
  4077    100 -104.2086 55.3512      0
  4078    100 -104.1940 55.2851      0
  4079    100 -104.1919 55.2756      0
  4080    101 -104.2023 55.3231      0
  4081    100 -104.1926 55.2794      0
  4082    100 -104.2103 55.3606      0
  4083    100 -104.1924 55.2794      0
  4084    100 -104.2219 55.4138      0
  4085    100 -104.1973 55.3030      0
  4086    100 -104.2030 55.3289      0
  4087    100 -104.1993 55.3120      0
  4088    100 -104.2052 55.3392      0
  4089    100 -104.2051 55.3394      0
  4090    100 -104.2071 55.3486      0
  4091    100 -104.1937 55.2874      0
  4092    100 -104.2053 55.3406      0
  4093    100 -104.1958 55.2973      0
  4094    100 -104.2062 55.3447      0
  4095    100 -104.1990 55.3120      0
  4096    100 -104.1948 55.2928      0
  4097    100 -104.1954 55.2957      0
  4098    100 -104.1943 55.2910      0
  4099    100 -104.1951 55.2944      0
  4100    100 -104.1959 55.2984      0
  4101    100 -104.1959 55.2987      0
  4102    100 -104.1960 55.2990      0
  4103    100 -104.1960 55.2987      0
  4104    100 -104.2156 55.3878      0
  4105    100 -104.2165 55.3919      0
  4106    100 -104.2162 55.3909      0
  4107    100 -104.2172 55.3952      0
  4108    100 -104.1992 55.3139      0
  4109    100 -104.1608 55.1384      0
  4110    100 -104.1937 55.2886      0
  4111    100 -104.1936 55.2885      0
  4112    100 -104.1988 55.3121      0
  4113    100 -104.2068 55.3488      0
  4114    100 -104.2015 55.3247      0
  4115    100 -104.1963 55.3014      0
  4116    100 -104.1967 55.3035      0
  4117    100 -104.1934 55.2886      0
  4118    100 -104.1986 55.3121      0
  4119    100 -104.2063 55.3471      0
  4120    100 -104.2084 55.3572      0
  4121    100 -104.1892 55.2698      0
  4122    100 -104.2387 55.4945      0
  4123    100 -104.1964 55.3032      0
  4124    100 -104.1688 55.1771      0
  4125    100 -104.1697 55.1813      0
  4126    100 -104.2044 55.3403      0
  4127    100 -104.1982 55.3124      0
  4128    100 -104.2057 55.3464      0
  4129    100 -104.2046 55.3416      0
  4130    100 -104.1952 55.2988      0
  4131    100 -104.1665 55.1686      0
  4132    100 -104.2045 55.3417      0
  4133    100 -104.1984 55.3126      0
  4134    100 -104.1927 55.2886      0
  4135    100 -104.1977 55.3116      0
  4136    100 -104.1926 55.2885      0
  4137    100 -104.1999 55.3219      0
  4138    100 -104.1927 55.2893      0
  4139    100 -104.1907 55.2806      0
  4140    100 -104.1907 55.2803      0
  4141    100 -104.1927 55.2895      0
  4142    100 -104.1909 55.2812      0
  4143    100 -104.2014 55.3293      0
  4144    100 -104.1974 55.3117      0
  4146    100 -104.1946 55.2989      0
  4147    100 -104.1905 55.2799      0
  4148    100 -104.1800 55.2328      0
  4149    100 -104.1974 55.3121      0
  4150    100 -104.1902 55.2800      0
  4151    100 -104.1920 55.2877      0
  4152    100 -104.1977 55.3128      0
  4153    100 -104.2079 55.3602      0
  4154    100 -104.1903 55.2801      0
  4155    100 -104.1714 55.1942      0
  4156    100 -104.1919 55.2877      0
  4157    100 -104.1725 55.1993      0
  4158    100 -104.1901 55.2801      0
  4159    100 -104.1969 55.3112      0
  4160    100 -104.1920 55.2886      0
  4161    100 -104.1920 55.2886      0
  4162    100 -104.1750 55.2115      0
  4163    100 -104.1899 55.2797      0
  4164    100 -104.1966 55.3106      0
  4165    100 -104.1763 55.2183      0
  4166    100 -104.2003 55.3277      0
  4167    100 -104.1776 55.2243      0
  4168    100 -104.1949 55.3036      0
  4169    100 -104.2026 55.3387      0
  4170    100 -104.1997 55.3259      0
  4171    100 -104.2028 55.3400      0
  4172    100 -104.1956 55.3076      0
  4173    100 -104.1815 55.2433      0
  4174    101 -104.1984 55.3207      0
  4175    100 -104.1952 55.3058      0
  4176    100 -104.1804 55.2384      0
  4177    100 -104.1819 55.2459      0
  4178    100 -104.2043 55.3479      0
  4179    100 -104.2040 55.3476      0
  4180    100 -104.1891 55.2793      0
  4181    100 -104.2033 55.3441      0
  4182    100 -104.2104 55.3765      0
  4183    100 -104.2049 55.3517      0
  4184    100 -104.1880 55.2746      0
  4185    100 -104.2015 55.3363      0
  4186    100 -104.1875 55.2727      0
  4187    100 -104.2066 55.3595      0
  4188    100 -104.1961 55.3123      0
  4189    100 -104.1908 55.2888      0
  4190    100 -104.1908 55.2887      0
  4191    100 -104.2167 55.4071      0
  4192    100 -104.1956 55.3122      0
  4193    100 -104.1955 55.3121      0
  4194    100 -104.1908 55.2909      0
  4195    100 -104.1926 55.2991      0
  4196    100 -104.1955 55.3122      0
  4197    100 -104.1955 55.3123      0
  4198    100 -104.1862 55.2704      0
  4199    100 -104.2031 55.3478      0
  4200    100 -104.2056 55.3594      0
  4201    100 -104.2057 55.3595      0
  4202    100 -104.2012 55.3395      0
  4203    100 -104.1923 55.2992      0
  4204    100 -104.2124 55.3905      0
  4205    100 -104.1919 55.2972      0
  4206    100 -104.2030 55.3477      0
  4207    100 -104.1779 55.2336      0
  4208    100 -104.2157 55.4062      0
  4209    100 -104.2049 55.3575      0
  4210    100 -104.2142 55.3998      0
  4211    100 -104.1880 55.2806      0
  4212    100 -104.1767 55.2291      0
  4213    100 -104.1879 55.2806      0
  4214    100 -104.1901 55.2908      0
  4215    100 -104.1873 55.2785      0
  4216    100 -104.1831 55.2603      0
  4217    100 -104.1989 55.3325      0
  4218    100 -104.1991 55.3339      0
  4219    100 -104.1880 55.2835      0
  4220    100 -104.1873 55.2801      0
  4221    100 -104.1940 55.3108      0
  4222    100 -104.1879 55.2833      0
  4223    100 -104.1949 55.3160      0
  4224    100 -104.1875 55.2822      0
  4225    100 -104.2094 55.3823      0
  4226    100 -104.1889 55.2905      0
  4227    100 -104.1977 55.3306      0
  4228    100 -104.1913 55.3021      0
  4229    100 -104.1868 55.2821      0
  4230    100 -104.1868 55.2819      0
  4231    100 -104.1768 55.2367      0
  4232    100 -104.1802 55.2519      0
  4233    100 -104.1933 55.3119      0
  4234    100 -104.1934 55.3123      0
  4235    100 -104.1905 55.3000      0
  4236    100 -104.1856 55.2773      0
  4237    100 -104.1866 55.2821      0
  4238    100 -104.1934 55.3126      0
  4239    100 -104.1811 55.2569      0
  4240    100 -104.1810 55.2568      0
  4241    100 -104.1945 55.3185      0
  4242    100 -104.1933 55.3129      0
  4243    100 -104.1862 55.2809      0
  4244    100 -104.1993 55.3405      0
  4245    100 -104.1916 55.3061      0
  4246    100 -104.1860 55.2812      0
  4247    100 -104.1796 55.2522      0
  4248    100 -104.1858 55.2812      0
  4249    100 -104.1794 55.2519      0
  4250    100 -104.1857 55.2810      0
  4251    100 -104.2004 55.3480      0
  4252    100 -104.2005 55.3477      0
  4253    100 -104.2002 55.3472      0
  4254    100 -104.1984 55.3389      0
  4255    100 -104.1996 55.3444      0
  4256    100 -104.1991 55.3426      0
  4257    100 -104.1947 55.3227      0
  4258    100 -104.2003 55.3481      0
  4259    100 -104.1854 55.2809      0
  4260    100 -104.2161 55.4204      0
  4261    100 -104.1854 55.2811      0
  4262    100 -104.1896 55.3005      0
  4263    100 -104.1998 55.3476      0
  4264    100 -104.1865 55.2873      0
  4265    100 -104.1850 55.2809      0
  4266    100 -104.1968 55.3349      0
  4267    100 -104.1917 55.3125      0
  4268    100 -104.1916 55.3125      0
  4269    100 -104.1847 55.2812      0
  4270    100 -104.1916 55.3126      0
  4271    100 -104.1915 55.3126      0
  4272    100 -104.1597 55.1673      0
  4273    100 -104.1770 55.2462      0
  4274    100 -104.1841 55.2787      0
  4275    100 -104.1886 55.2993      0
  4276    100 -104.1878 55.2960      0
  4277    100 -104.2076 55.3864      0
  4278    100 -104.1879 55.2969      0
  4279    100 -104.2081 55.3882      0
  4280    100 -104.1881 55.2977      0
  4281    100 -104.1860 55.2892      0
  4282    100 -104.1838 55.2792      0
  4283    100 -104.2010 55.3579      0
  4284    100 -104.1859 55.2893      0
  4285    100 -104.2179 55.4344      0
  4286    100 -104.1838 55.2802      0
  4287    100 -104.1838 55.2805      0
  4288    100 -104.1837 55.2806      0
  4289    100 -104.1840 55.2824      0
  4290    100 -104.2010 55.3598      0
  4291    100 -104.1836 55.2807      0
  4292    100 -104.1836 55.2814      0
  4293    100 -104.1826 55.2771      0
  4294    100 -104.1737 55.2363      0
  4295    100 -104.2090 55.3978      0
  4296    100 -104.1833 55.2815      0
  4297    100 -104.1828 55.2792      0
  4298    101 -104.1912 55.3180      0
  4299    100 -104.1679 55.2119      0
  4300    100 -104.1969 55.3474      0
  4301    100 -104.1898 55.3127      0
  4302    100 -104.1973 55.3475      0
  4303    100 -104.1825 55.2802      0
  4304    100 -104.1848 55.2912      0
  4305    100 -104.1773 55.2573      0
  4306    100 -104.1862 55.2979      0
  4307    100 -104.1895 55.3127      0
  4308    100 -104.1729 55.2377      0
  4309    100 -104.1969 55.3474      0
  4310    100 -104.1701 55.2249      0
  4311    100 -104.2078 55.3968      0
  4312    100 -104.1771 55.2574      0
  4313    100 -104.1821 55.2802      0
  4314    100 -104.1864 55.2997      0
  4315    100 -104.1893 55.3127      0
  4316    100 -104.1969 55.3475      0
  4317    100 -104.1867 55.3014      0
  4318    100 -104.1982 55.3537      0
  4319    100 -104.1868 55.3021      0
  4320    100 -104.1874 55.3050      0
  4321    100 -104.1823 55.2819      0
  4322    100 -104.1891 55.3126      0
  4323    100 -104.1990 55.3579      0
  4324    100 -104.1989 55.3575      0
  4325    100 -104.1878 55.3072      0
  4326    100 -104.1817 55.2793      0
  4327    100 -104.1993 55.3596      0
  4328    100 -104.1994 55.3601      0
  4329    100 -104.1996 55.3611      0
  4330    100 -104.1998 55.3621      0
  4331    100 -104.1984 55.3556      0
  4332    100 -104.1839 55.2897      0
  4333    100 -104.1883 55.3097      0
  4334    100 -104.1898 55.3169      0
  4335    100 -104.1894 55.3148      0
  4336    100 -104.2002 55.3640      0
  4337    100 -104.1934 55.3333      0
  4338    100 -104.1816 55.2798      0
  4339    100 -104.1992 55.3598      0
  4340    100 -104.1890 55.3134      0
  4341    100 -104.1887 55.3123      0
  4342    100 -104.1887 55.3120      0
  4343    100 -104.1889 55.3132      0
  4344    100 -104.2016 55.3709      0
  4345    100 -104.1925 55.3295      0
  4346    100 -104.1837 55.2893      0
  4347    100 -104.1929 55.3311      0
  4348    100 -104.1816 55.2799      0
  4349    100 -104.1921 55.3278      0
  4350    100 -104.1938 55.3353      0
  4351    100 -104.2006 55.3664      0
  4352    100 -104.1765 55.2571      0
  4353    100 -104.1816 55.2802      0
  4354    100 -104.1940 55.3370      0
  4355    100 -104.1819 55.2819      0
  4356    100 -104.1836 55.2896      0
  4357    100 -104.1833 55.2884      0
  4358    100 -104.1943 55.3386      0
  4359    100 -104.1815 55.2808      0
  4360    100 -104.1817 55.2816      0
  4361    100 -104.1817 55.2816      0
  4362    101 -104.1896 55.3178      0
  4363    100 -104.1815 55.2813      0
  4364    100 -104.1763 55.2575      0
  4365    100 -104.1789 55.2701      0
  4366    100 -104.1962 55.3494      0
  4367    100 -104.1825 55.2871      0
  4368    100 -104.1815 55.2828      0
  4369    100 -104.1891 55.3174      0
  4370    100 -104.1711 55.2357      0
  4371    100 -104.1970 55.3537      0
  4372    100 -104.1811 55.2826      0
  4373    100 -104.1841 55.2960      0
  4374    100 -104.1794 55.2752      0
  4375    100 -104.1814 55.2846      0
  4376    100 -104.1803 55.2798      0
  4377    100 -104.2083 55.4072      0
  4378    100 -104.1756 55.2583      0
  4379    100 -104.1904 55.3258      0
  4380    100 -104.1809 55.2829      0
  4381    100 -104.1810 55.2835      0
  4382    100 -104.1978 55.3599      0
  4383    100 -104.1802 55.2799      0
  4384    100 -104.1823 55.2897      0
  4385    100 -104.1977 55.3600      0
  4386    100 -104.1708 55.2377      0
  4387    100 -104.1753 55.2585      0
  4388    100 -104.1820 55.2897      0
  4389    100 -104.1872 55.3131      0
  4390    100 -104.1813 55.2866      0
  4391    100 -104.1881 55.3175      0
  4392    100 -104.1870 55.3132      0
  4393    100 -104.1868 55.3133      0
  4394    100 -104.1741 55.2545      0
  4395    100 -104.1808 55.2853      0
  4396    100 -104.1747 55.2574      0
  4397    100 -104.1748 55.2581      0
  4398    100 -104.1747 55.2575      0
  4399    100 -104.1748 55.2584      0
  4400    100 -104.1807 55.2856      0
  4401    100 -104.1745 55.2575      0
  4402    100 -104.1746 55.2580      0
  4403    100 -104.1834 55.2981      0
  4404    100 -104.1742 55.2564      0
  4405    100 -104.1808 55.2866      0
  4406    100 -104.1744 55.2574      0
  4407    100 -104.1740 55.2565      0
  4408    100 -104.1865 55.3134      0
  4409    100 -104.1821 55.2935      0
  4410    100 -104.1746 55.2597      0
  4411    100 -104.2054 55.4001      0
  4412    100 -104.1877 55.3199      0
  4413    100 -104.1745 55.2598      0
  4414    100 -104.1741 55.2584      0
  4415    100 -104.1801 55.2865      0
  4416    100 -104.1739 55.2596      0
  4417    100 -104.1931 55.3470      0
  4418    100 -104.1739 55.2596      0
  4419    100 -104.2066 55.4091      0
  4420    100 -104.1798 55.2875      0
  4421    100 -104.1934 55.3496      0
  4422    100 -104.1953 55.3581      0
  4423    100 -104.1788 55.2832      0
  4424    100 -104.1797 55.2875      0
  4425    100 -104.1862 55.3168      0
  4426    100 -104.1961 55.3624      0
  4427    100 -104.1733 55.2586      0
  4428    100 -104.1707 55.2466      0
  4429    100 -104.1909 55.3389      0
  4430    100 -104.1841 55.3083      0
  4431    100 -104.1892 55.3314      0
  4432    100 -104.1855 55.3147      0
  4433    100 -104.1968 55.3666      0
  4434    100 -104.1795 55.2879      0
  4435    100 -104.1795 55.2881      0
  4436    100 -104.2347 55.5381      0
  4437    100 -104.1851 55.3136      0
  4438    100 -104.1882 55.3281      0
  4439    100 -104.1832 55.3052      0
  4440    100 -104.1858 55.3172      0
  4441    100 -104.1457 55.1339      0
  4442    100 -104.1945 55.3569      0
  4443    100 -104.1727 55.2577      0
  4444    100 -104.1895 55.3346      0
  4445    100 -104.1937 55.3539      0
  4446    100 -104.1922 55.3469      0
  4447    100 -104.1853 55.3137      0
  4448    100 -104.1848 55.3138      0
  4449    100 -104.1847 55.3135      0
  4450    100 -104.1920 55.3469      0
  4451    100 -104.2021 55.3930      0
  4452    100 -104.1705 55.2495      0
  4453    100 -104.1785 55.2862      0
  4454    100 -104.1724 55.2592      0
  4455    100 -104.1769 55.2799      0
  4456    100 -104.2006 55.3883      0
  4457    100 -104.1841 55.3135      0
  4458    100 -104.1722 55.2591      0
  4459    100 -104.1863 55.3239      0
  4460    100 -104.1772 55.2833      0
  4461    100 -104.1806 55.2986      0
  4462    100 -104.1912 55.3468      0
  4463    100 -104.1784 55.2890      0
  4464    100 -104.1764 55.2799      0
  4465    100 -104.1808 55.3003      0
  4466    100 -104.1809 55.3010      0
  4467    100 -104.1844 55.3169      0
  4468    100 -104.1811 55.3020      0
  4469    100 -104.1815 55.3042      0
  4470    100 -104.1818 55.3054      0
  4471    100 -104.1782 55.2891      0
  4472    100 -104.1825 55.3086      0
  4473    100 -104.1977 55.3778      0
  4474    100 -104.1782 55.2892      0
  4475    100 -104.1718 55.2601      0
  4476    100 -104.1827 55.3099      0
  4477    100 -104.1835 55.3138      0
  4478    100 -104.1700 55.2521      0
  4479    100 -104.1835 55.3137      0
  4480    100 -104.1989 55.3835      0
  4481    100 -104.1832 55.3123      0
  4482    100 -104.1834 55.3136      0
  4483    100 -104.1780 55.2889      0
  4484    100 -104.1841 55.3168      0
  4485    100 -104.1714 55.2590      0
  4486    100 -104.1873 55.3316      0
  4487    100 -104.1672 55.2406      0
  4488    100 -104.1888 55.3390      0
  4489    100 -104.1911 55.3497      0
  4490    100 -104.1714 55.2602      0
  4491    100 -104.2302 55.5274      0
  4492    100 -104.1982 55.3833      0
  4493    100 -104.1885 55.3390      0
  4494    100 -104.1868 55.3316      0
  4495    100 -104.1775 55.2893      0
  4496    100 -104.1884 55.3390      0
  4497    100 -104.1891 55.3423      0
  4498    100 -104.1774 55.2894      0
  4499    100 -104.1907 55.3498      0
  4500    100 -104.1774 55.2892      0
  4501    100 -104.1690 55.2510      0
  4502    100 -104.1706 55.2585      0
  4503    100 -104.1711 55.2607      0
  4504    100 -104.1794 55.2989      0
  4505    100 -104.1762 55.2845      0
  4506    100 -104.1704 55.2585      0
  4507    100 -104.1772 55.2894      0
  4508    100 -104.1777 55.2918      0
  4509    100 -104.1750 55.2802      0
  4510    100 -104.1784 55.2962      0
  4511    100 -104.1966 55.3785      0
  4512    100 -104.1893 55.3464      0
  4513    100 -104.1974 55.3830      0
  4514    100 -104.1757 55.2841      0
  4515    100 -104.1790 55.2992      0
  4516    100 -104.1825 55.3155      0
  4517    100 -104.1844 55.3240      0
  4518    100 -104.1845 55.3243      0
  4519    100 -104.1776 55.2930      0
  4520    100 -104.1785 55.2970      0
  4521    100 -104.1788 55.2992      0
  4522    100 -104.1775 55.2929      0
  4523    100 -104.1893 55.3465      0
  4524    100 -104.1767 55.2894      0
  4525    100 -104.1783 55.2970      0
  4526    100 -104.1780 55.2953      0
  4527    100 -104.1771 55.2911      0
  4528    100 -104.1808 55.3084      0
  4529    100 -104.1746 55.2801      0
  4530    100 -104.1803 55.3058      0
  4531    100 -104.1897 55.3486      0
  4532    100 -104.1895 55.3476      0
  4533    100 -104.1899 55.3496      0
  4534    100 -104.1645 55.2338      0
  4535    100 -104.1831 55.3191      0
  4536    100 -104.1779 55.2953      0
  4537    100 -104.1770 55.2911      0
  4538    100 -104.1892 55.3467      0
  4539    100 -104.1697 55.2579      0
  4540    100 -104.1833 55.3199      0
  4541    100 -104.1891 55.3462      0
  4542    100 -104.1901 55.3510      0
  4543    100 -104.1896 55.3488      0
  4544    100 -104.1746 55.2804      0
  4546    100 -104.1893 55.3474      0
  4547    100 -104.1858 55.3317      0
  4548    100 -104.1832 55.3197      0
  4549    100 -104.1907 55.3540      0
  4550    100 -104.1888 55.3451      0
  4551    100 -104.2041 55.4146      0
  4552    100 -104.1891 55.3466      0
  4553    100 -104.1790 55.3006      0
  4554    100 -104.1909 55.3551      0
  4555    100 -104.1818 55.3139      0
  4556    100 -104.1890 55.3462      0
  4557    100 -104.1826 55.3168      0
  4558    100 -104.1826 55.3169      0
  4559    100 -104.1900 55.3510      0
  4560    100 -104.1765 55.2895      0
  4561    100 -104.1850 55.3283      0
  4562    100 -104.1911 55.3561      0
  4563    100 -104.1730 55.2736      0
  4564    100 -104.1874 55.3390      0
  4565    100 -104.1889 55.3464      0
  4566    100 -104.1767 55.2906      0
  4567    100 -104.1768 55.2907      0
  4568    100 -104.1902 55.3517      0
  4569    100 -104.1914 55.3573      0
  4570    100 -104.1857 55.3317      0
  4571    100 -104.1815 55.3123      0
  4572    100 -104.1864 55.3348      0
  4573    100 -104.1887 55.3451      0
  4574    100 -104.1916 55.3583      0
  4575    100 -104.1828 55.3187      0
  4576    100 -104.1873 55.3390      0
  4577    100 -104.1769 55.2919      0
  4578    100 -104.1806 55.3083      0
  4579    100 -104.1804 55.3077      0
  4580    100 -104.1805 55.3082      0
  4581    100 -104.1801 55.3067      0
  4582    100 -104.1813 55.3122      0
  4583    100 -104.1814 55.3125      0
  4584    100 -104.1838 55.3233      0
  4585    100 -104.1840 55.3243      0
  4586    100 -104.1924 55.3626      0
  4587    100 -104.1832 55.3205      0
  4588    100 -104.1815 55.3130      0
  4589    100 -104.1841 55.3247      0
  4590    100 -104.1825 55.3178      0
  4591    100 -104.1827 55.3186      0
  4592    100 -104.1763 55.2894      0
  4593    100 -104.1802 55.3076      0
  4594    100 -104.1824 55.3171      0
  4595    100 -104.1823 55.3167      0
  4596    100 -104.1821 55.3160      0
  4597    100 -104.1817 55.3138      0
  4598    100 -104.1815 55.3139      0
  4599    100 -104.1836 55.3229      0
  4600    100 -104.1716 55.2682      0
  4601    100 -104.1812 55.3121      0
  4602    100 -104.1813 55.3124      0
  4603    100 -104.1800 55.3067      0
  4604    100 -104.1818 55.3140      0
  4605    100 -104.1778 55.2962      0
  4606    100 -104.1817 55.3141      0
  4607    100 -104.1763 55.2895      0
  4608    100 -104.1814 55.3130      0
  4609    100 -104.1830 55.3202      0
  4610    100 -104.1797 55.3053      0
  4611    100 -104.1820 55.3156      0
  4612    100 -104.1826 55.3184      0
  4613    100 -104.1846 55.3275      0
  4614    100 -104.1809 55.3103      0
  4615    100 -104.1824 55.3176      0
  4616    100 -104.1822 55.3167      0
  4617    100 -104.1823 55.3170      0
  4618    100 -104.1850 55.3294      0
  4619    100 -104.1816 55.3138      0
  4620    100 -104.1853 55.3306      0
  4621    100 -104.1818 55.3150      0
  4622    100 -104.1820 55.3160      0
  4623    100 -104.1855 55.3315      0
  4624    100 -104.1819 55.3152      0
  4625    100 -104.1951 55.3753      0
  4626    100 -104.1816 55.3141      0
  4627    100 -104.1855 55.3319      0
  4628    100 -104.1840 55.3249      0
  4629    100 -104.1858 55.3330      0
  4630    100 -104.1860 55.3339      0
  4631    100 -104.1864 55.3358      0
  4632    100 -104.1868 55.3379      0
  4633    100 -104.1819 55.3156      0
  4634    100 -104.1871 55.3392      0
  4635    100 -104.1895 55.3498      0
  4637    100 -104.1871 55.3389      0
  4638    100 -104.1845 55.3274      0
  4639    100 -104.1818 55.3149      0
  4640    100 -104.1873 55.3403      0
  4641    100 -104.1849 55.3291      0
  4642    100 -104.1818 55.3153      0
  4643    100 -104.1852 55.3305      0
  4644    100 -104.1708 55.2651      0
  4645    100 -104.1854 55.3315      0
  4646    100 -104.1856 55.3327      0
  4647    100 -104.1855 55.3319      0
  4648    100 -104.1859 55.3339      0
  4649    100 -104.1863 55.3357      0
  4650    100 -104.1867 55.3377      0
  4651    100 -104.1811 55.3122      0
  4652    100 -104.1786 55.3001      0
  4653    100 -104.1870 55.3388      0
  4654    100 -104.1870 55.3392      0
  4655    100 -104.1872 55.3401      0
  4656    100 -104.1802 55.3083      0
  4657    100 -104.1761 55.2893      0
  4658    100 -104.1758 55.2882      0
  4659    100 -104.1761 55.2897      0
  4660    100 -104.1795 55.3051      0
  4661    100 -104.1827 55.3198      0
  4662    100 -104.1885 55.3463      0
  4663    100 -104.1820 55.3168      0
  4664    100 -104.1827 55.3200      0
  4665    100 -104.1825 55.3192      0
  4666    100 -104.1853 55.3317      0
  4667    100 -104.1820 55.3169      0
  4668    100 -104.1989 55.3934      0
  4669    100 -104.1796 55.3060      0
  4670    100 -104.1760 55.2896      0
  4671    100 -104.1760 55.2893      0
  4672    100 -104.1762 55.2894      0
  4673    100 -104.1757 55.2883      0
  4674    100 -104.1727 55.2747      0
  4675    100 -104.1813 55.3141      0
  4676    100 -104.1793 55.3049      0
  4677    100 -104.1845 55.3284      0
  4678    100 -104.1835 55.3241      0
  4679    100 -104.1859 55.3349      0
  4680    100 -104.1725 55.2738      0
  4681    100 -104.1703 55.2639      0
  4682    100 -104.1868 55.3390      0
  4683    100 -104.1759 55.2894      0
  4684    100 -104.1709 55.2666      0
