Link id	Type	FFtime	0	900	1800	2700	3600	4500	5400	6300	7200	8100	9000	9900	10800	11700
16559	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16560	100	84.0	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9
16561	100	30.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	36.0	29.9	29.9	29.9	29.9	29.9	29.9
16562	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16563	100	84.0	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9
16564	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16565	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16566	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16567	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16568	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16569	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16570	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16571	100	30.0	29.9	36.0	36.0	36.0	36.0	36.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16572	100	72.0	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9
16573	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16574	100	78.0	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9
16575	100	12.0	18.0	18.0	18.0	18.0	18.0	18.0	18.0	18.0	11.9	11.9	11.9	11.9	11.9	11.9
16576	100	66.0	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9
16577	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16578	100	24.0	23.9	23.9	96.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16579	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16580	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16581	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16582	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16583	100	12.0	18.0	18.0	18.0	18.0	18.0	18.0	18.0	18.0	11.9	11.9	11.9	11.9	11.9	11.9
16584	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16585	100	48.0	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9
16586	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16587	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16588	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16589	100	48.0	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9
16590	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16591	100	60.0	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9
16592	100	72.0	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9
16593	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16594	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16595	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16596	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16597	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16598	100	60.0	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9
16599	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16600	100	24.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	23.9	23.9	23.9	23.9	23.9	23.9
16601	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16602	100	12.0	11.9	11.9	18.0	18.0	18.0	18.0	18.0	18.0	11.9	11.9	18.0	11.9	11.9	11.9
16603	100	48.0	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9
16604	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16605	100	84.0	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9
16606	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16607	100	18.0	17.9	24.0	17.9	24.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16608	100	54.0	53.9	53.9	53.9	53.9	53.9	60.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16609	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16610	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16611	100	66.0	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9
16612	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16613	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16614	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16615	100	84.0	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9	83.9
16616	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16617	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16618	100	138.0	137.9	137.9	137.9	137.9	137.9	137.9	137.9	137.9	137.9	137.9	137.9	137.9	137.9	137.9
16619	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16620	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16621	100	114.0	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9
16622	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16623	100	12.0	11.9	11.9	11.9	11.9	18.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16624	100	12.0	18.0	18.0	18.0	18.0	11.9	11.9	11.9	18.0	11.9	11.9	11.9	11.9	11.9	11.9
16625	100	42.0	41.9	41.9	48.0	48.0	48.0	48.0	48.0	48.0	41.9	41.9	48.0	41.9	41.9	41.9
16626	100	96.0	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9
16627	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16628	100	30.0	29.9	36.0	36.0	29.9	36.0	36.0	36.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16629	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16630	100	72.0	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9
16631	100	66.0	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9
16632	100	24.0	23.9	23.9	23.9	23.9	30.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16633	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16634	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16635	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16636	100	42.0	41.9	48.0	48.0	48.0	48.0	41.9	48.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16637	100	48.0	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9
16638	100	78.0	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9
16639	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16640	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16641	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16642	100	12.0	11.9	18.0	11.9	18.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16643	100	24.0	23.9	23.9	30.0	30.0	30.0	30.0	30.0	30.0	23.9	23.9	30.0	23.9	23.9	23.9
16644	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16645	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16646	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16647	100	48.0	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9
16648	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16649	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16650	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16651	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16652	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16653	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16654	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16655	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16656	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16657	100	48.0	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9
16658	100	72.0	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9
16659	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16660	100	60.0	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9
16661	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16662	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16663	100	60.0	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9
16664	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16665	100	60.0	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9
16666	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16667	100	66.0	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9
16668	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16669	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16670	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16671	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16672	100	12.0	11.9	18.0	11.9	18.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16673	100	60.0	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9
16674	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16675	100	48.0	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9
16676	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16677	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16678	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16679	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16680	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16681	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16682	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16683	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16684	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16685	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16686	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16687	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16688	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16689	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16690	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16691	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16692	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16693	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16694	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16695	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16696	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16697	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16698	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16699	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16700	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16701	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16702	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16703	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16704	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16705	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16706	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16707	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16708	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16709	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16710	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16711	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16712	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16713	100	102.0	101.9	101.9	101.9	101.9	101.9	101.9	101.9	101.9	101.9	101.9	101.9	101.9	101.9	101.9
16714	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16715	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16716	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16717	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16718	100	72.0	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9
16719	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16720	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16721	100	72.0	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9	71.9
16722	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16723	100	114.0	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9	113.9
16724	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16725	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16726	100	30.0	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9
16727	100	48.0	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9	47.9
16728	100	24.0	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9	23.9
16729	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16730	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16731	100	78.0	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9	77.9
16732	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16733	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16734	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16735	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16736	100	60.0	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9
16737	100	60.0	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9	59.9
16738	100	96.0	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9	95.9
16739	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16740	100	12.0	11.9	18.0	18.0	18.0	18.0	18.0	18.0	18.0	11.9	11.9	11.9	11.9	11.9	11.9
16741	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16742	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16743	100	66.0	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9	65.9
16744	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16745	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16746	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16747	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16748	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16749	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16750	100	54.0	53.9	53.9	53.9	60.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16751	100	18.0	17.9	17.9	42.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16752	100	12.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16753	100	90.0	89.9	89.9	89.9	89.9	89.9	89.9	89.9	89.9	89.9	89.9	89.9	89.9	89.9	89.9
16754	100	12.0	11.9	11.9	18.0	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9	11.9
16755	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16756	100	42.0	41.9	41.9	41.9	41.9	48.0	48.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16757	100	18.0	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9	17.9
16758	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16759	100	54.0	53.9	53.9	53.9	53.9	60.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16760	100	36.0	35.9	35.9	35.9	35.9	108.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16761	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16762	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16763	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16764	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16765	100	42.0	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9	41.9
16766	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16767	100	36.0	35.9	35.9	35.9	35.9	42.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16768	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16769	100	54.0	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9	53.9
16770	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16771	100	36.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
16772	100	36.0	35.9	35.9	35.9	35.9	162.0	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9	35.9
