415	999999	12
5804	2789	12
5804	10557	12
416	999999	18
5805	2789	18
1	3	18
5805	10557	18
1	10591	18
417	999999	24
5806	2789	24
5806	10557	24
1602	23	36
418	999999	36
5807	2789	36
2	3	36
5807	10557	36
2	10591	36
1602	10618	36
419	999999	42
5808	2789	42
5808	10557	42
1883	27	48
420	999999	48
5809	2789	48
5809	10557	48
1883	10714	48
3186	99	54
2732	92	54
3	3	54
3453	106	54
3186	13619	54
2732	14156	54
3453	14661	54
3	10591	54
421	999999	60
5810	2789	60
1456	19	60
5541	2754	60
5810	10557	60
1456	10587	60
5541	10748	60
1603	23	66
422	999999	66
5811	2789	66
5811	10557	66
1	10564	66
1603	10618	66
4	3	72
5704	2788	72
423	999999	72
5812	2789	72
5704	10364	72
5812	10557	72
4	10591	72
1309	13	78
1309	10504	78
5804	4910	78
3007	97	84
424	999999	84
3097	98	84
5813	2789	84
3097	13616	84
3007	13624	84
5805	4910	84
5813	10557	84
2	10564	84
5	3	90
425	999999	90
5814	2789	90
5806	4910	90
5814	10557	90
5	10591	90
2034	29	96
1604	23	96
1884	27	96
426	999999	96
5815	2789	96
5815	10557	96
1604	10618	96
1884	10714	96
2034	10763	96
2874	94	102
3187	99	102
3589	108	102
2733	92	102
6	3	102
2255	61	102
3331	101	102
2874	10406	102
3187	13619	102
2733	14156	102
3331	14222	102
3589	14631	102
5807	4910	102
3	10564	102
6	10591	102
2255	10607	102
427	999999	108
3454	106	108
5816	2789	108
5704	10384	108
3454	14661	108
5808	4910	108
5816	10557	108
428	999999	114
5817	2789	114
5809	4910	114
5817	10557	114
1457	19	120
2672	90	120
2947	95	120
7	3	120
429	999999	120
2403	69	120
2534	81	120
5542	2754	120
5818	2789	120
2947	10402	120
2672	14156	120
5818	10557	120
4	10564	120
2534	15517	120
2403	15553	120
1457	10587	120
7	10591	120
5542	10748	120
5541	10755	120
1605	23	126
3186	13624	126
5810	4910	126
1605	10618	126
430	999999	132
1828	26	132
5029	1860	132
5819	2789	132
5029	14440	132
1	4910	132
5811	4910	132
5819	10557	132
1828	10736	132
1404	17	138
3694	115	138
8	3	138
431	999999	138
5820	2789	138
1404	10490	138
3453	14616	138
3694	15071	138
5812	4910	138
5820	10557	138
5	10564	138
8	10591	138
1885	27	144
5705	2788	144
432	999999	144
5821	2789	144
5705	10364	144
5821	10557	144
1885	10714	144
3188	99	150
1310	13	150
2734	92	150
3188	13619	150
3097	13621	150
2734	14156	150
1310	10504	150
2	4910	150
5813	4910	150
6	10564	150
2534	15531	150
2403	15591	150
2034	10755	150
433	999999	156
5822	2789	156
9	3	156
1606	23	156
2615	87	156
3455	106	156
3455	14661	156
3694	15073	156
5814	4910	156
5822	10557	156
2255	10583	156
2615	10589	156
9	10591	156
1602	10591	156
1606	10618	156
3008	97	162
434	999999	162
3098	98	162
5823	2789	162
3098	13616	162
3008	13624	162
5815	4910	162
5823	10557	162
435	999999	168
5824	2789	168
3694	15075	168
3	4910	168
5824	10557	168
7	10564	168
10	3	174
3833	129	174
1458	19	174
3097	13619	174
3187	13624	174
5816	4910	174
3833	15499	174
1458	10587	174
10	10591	174
2324	62	180
436	999999	180
5825	2789	180
5543	2754	180
5705	10384	180
3453	14543	180
5817	4910	180
5825	10557	180
2324	17200	180
5543	10748	180
5542	10755	180
437	999999	186
2035	29	186
3415	104	186
5826	2789	186
1607	23	186
5704	10395	186
3415	14484	186
3331	14616	186
3589	14694	186
3694	4778	186
4	4910	186
5818	4910	186
5826	10557	186
8	10564	186
1603	10591	186
1607	10618	186
2035	10763	186
3833	27155	186
11	3	192
1886	27	192
438	999999	192
5827	2789	192
5827	10557	192
11	10591	192
1883	10618	192
1886	10714	192
2875	94	198
3189	99	198
3590	108	198
2875	10406	198
3189	13619	198
3007	13796	198
3590	14631	198
3694	14862	198
5819	4910	198
3833	15501	198
439	999999	204
2735	92	204
5828	2789	204
12	3	204
2256	61	204
3332	101	204
2874	13791	204
2735	14156	204
3332	14222	204
1404	10492	204
3589	14789	204
5	4910	204
5820	4910	204
5828	10557	204
9	10564	204
1602	10564	204
2534	15553	204
12	10591	204
2256	10607	204
2111	32	210
440	999999	210
3456	106	210
5829	2789	210
2732	14121	210
3456	14661	210
3694	14814	210
5821	4910	210
5829	10557	210
2111	10736	210
5029	26934	210
5706	2788	216
441	999999	216
5830	2789	216
5706	10364	216
6	4910	216
5830	10557	216
1604	10591	216
5541	10718	216
1608	23	222
2502	77	222
13	3	222
3188	13624	222
3590	14694	222
3589	14804	222
3694	14816	222
5822	4910	222
10	10564	222
3833	15510	222
2502	15517	222
13	10591	222
1608	10618	222
442	8	228
5831	2789	228
1311	13	228
4998	1856	228
3098	13621	228
2874	13772	228
442	4251	228
3331	14543	228
1311	10504	228
4998	15042	228
5823	4910	228
5831	10557	228
443	999999	234
1459	19	234
5832	2789	234
2947	10390	234
5029	14623	234
3589	14814	234
7	4910	234
5824	4910	234
5832	10557	234
1603	10564	234
2534	15591	234
1459	10587	234
3833	27148	234
1887	27	240
2673	90	240
2948	95	240
3009	97	240
14	3	240
444	999999	240
2404	69	240
2462	73	240
2535	81	240
3099	98	240
5544	2754	240
5833	2789	240
2948	10402	240
3099	13616	240
3009	13624	240
3186	13796	240
2673	14156	240
3590	14789	240
5833	10557	240
11	10564	240
2535	15517	240
2404	15553	240
14	10591	240
1456	10591	240
1884	10618	240
2462	16841	240
1887	10714	240
1828	10739	240
5544	10748	240
2035	10755	240
5543	10755	240
3190	99	246
3190	13619	246
3097	13624	246
3453	14484	246
3589	14816	246
5825	4910	246
2615	10583	246
1605	10591	246
2034	10718	246
445	999999	252
1609	23	252
5834	2789	252
2736	92	252
5706	10384	252
3098	13619	252
2736	14156	252
5029	14646	252
8	4910	252
5826	4910	252
5834	10557	252
12	10564	252
1609	10618	252
2324	16849	252
15	3	258
446	999999	258
1829	26	258
5030	1860	258
5835	2789	258
3806	125	258
5705	10395	258
2733	14121	258
2732	14167	258
5030	14440	258
3590	14804	258
5827	4910	258
5835	10557	258
3806	15363	258
2256	10583	258
15	10591	258
1829	10736	258
3457	106	264
447	999999	264
5836	2789	264
3457	14661	264
5836	10557	264
1604	10564	264
4221	647	270
5084	1862	270
1405	17	270
3695	115	270
3189	13624	270
5084	14252	270
1405	10490	270
3590	14814	270
3695	15071	270
9	4910	270
1602	4910	270
5828	4910	270
13	10564	270
2404	15591	270
4221	20999	270
16	3	276
448	999999	276
5837	2789	276
2036	29	276
4831	1809	276
3008	13796	276
2672	14121	276
4831	14173	276
3694	14661	276
5829	4910	276
5837	10557	276
16	10591	276
1606	10591	276
5541	10714	276
5542	10718	276
2036	10763	276
1610	23	282
449	8	282
5838	2789	282
1888	27	282
449	4251	282
5029	14658	282
3590	14816	282
1309	10548	282
5830	4910	282
5838	10557	282
1610	10618	282
1888	10714	282
5707	2788	288
450	999999	288
1578	20	288
5466	2700	288
5839	2789	288
5466	10287	288
5707	10364	288
3187	13796	288
3695	15074	288
10	4910	288
5839	10557	288
14	10564	288
1456	10564	288
3833	15517	288
1885	10618	288
1578	10626	288
17	3	294
1460	19	294
2876	94	294
3191	99	294
3591	108	294
2876	10406	294
3191	13619	294
5084	14310	294
3331	14484	294
3591	14630	294
1404	10504	294
5831	4910	294
1605	10564	294
1460	10587	294
17	10591	294
451	999999	300
5840	2789	300
1312	13	300
2737	92	300
