id	type	origin	destination	ast	demand
1	111	100404	129913	1	0.217062
1	111	100405	129913	5	0.217062
1	111	100404	129913	6	0.217062
1	111	100405	129913	2	0.217062
1	111	100405	129913	3	0.434125
1	111	100406	129913	2	0.217062
1	111	100407	129913	6	0.217062
1	111	100406	129913	3	0.217062
1	111	100407	129913	7	0.217062
1	111	100407	129913	4	0.217062
1	111	100406	129913	1	0.217062
1	111	100406	129913	6	0.217062
1	111	100406	129913	7	0.217062
1	111	100405	129913	8	0.217062
1	111	100406	129913	4	0.217062
1	111	100406	129913	5	0.217062
1	111	100407	129913	1	0.217062
1	111	100403	129913	8	0.217062
1	111	100403	129913	7	0.217062
1	111	100403	129913	4	0.217062
1	111	100403	129913	3	0.217062
1	111	100403	129913	1	0.217062
1	111	101413	132077	6	0.487508
1	111	101408	132097	2	1.55831
1	111	101409	132097	6	1.55831
1	111	101408	132097	7	1.55831
1	111	100384	126386	4	1.61145
1	111	100385	126386	1	1.61145
1	111	100385	126386	2	1.61145
1	111	100384	126386	7	1.61145
1	111	100385	126386	4	1.61145
1	111	100384	126386	1	1.61145
1	111	100384	126386	2	1.61145
1	111	100385	126386	6	1.61145
1	111	100385	126386	8	1.61145
1	111	100386	126386	5	1.61145
1	111	100384	126393	2	0.464659
1	111	100385	126393	6	0.464659
1	111	100384	126393	3	0.464659
1	111	100385	126393	7	0.464659
1	111	100384	126393	0	0.464659
1	111	100386	126393	8	0.464659
1	111	100384	126393	1	0.464659
1	111	100385	126393	5	0.464659
1	111	100384	126393	6	0.464659
1	111	100385	126393	2	0.464659
1	111	100384	126393	7	0.464659
1	111	100385	126393	3	0.464659
1	111	100384	126393	4	0.929318
1	111	100384	126393	5	0.464659
1	111	100385	126393	1	0.464659
1	111	100386	126393	1	0.464659
1	111	100386	126393	4	0.464659
1	111	100407	130479	2	1.35958
1	111	100406	130479	7	1.35958
1	111	100405	130479	8	1.35958
1	111	100406	130479	4	1.35958
1	111	100406	130479	5	1.35958
1	111	100406	130479	2	1.35958
1	111	100407	130479	7	1.35958
1	111	100406	130479	0	1.35958
1	111	100406	130479	1	2.71917
1	111	100405	130479	2	1.35958
1	111	100405	130479	4	1.35958
1	111	100404	130479	1	1.35958
1	111	100403	126386	8	1.61145
1	111	100404	126393	2	0.464659
1	111	100405	126393	6	0.929318
1	111	100404	126393	3	0.464659
1	111	100405	126393	7	1.39398
1	111	100404	126393	0	0.464659
1	111	100405	126393	4	1.39398
1	111	100406	126393	8	0.929318
1	111	100405	126393	5	0.929318
1	111	100404	126393	6	0.464659
1	111	100405	126393	2	1.39398
1	111	100404	126393	7	0.929318
1	111	100405	126393	3	0.464659
1	111	100405	126393	0	0.929318
1	111	100407	126393	8	0.464659
1	111	100404	126393	5	0.464659
1	111	100405	126393	1	1.39398
1	111	100406	126393	2	0.464659
1	111	100407	126393	6	0.464659
1	111	100406	126393	3	0.929318
1	111	100407	126393	7	0.464659
1	111	100403	126386	2	1.61145
1	111	100406	126393	0	0.464659
1	111	100407	126393	4	0.464659
1	111	100406	126393	1	0.929318
1	111	100407	126393	5	0.929318
1	111	100403	126386	4	1.61145
1	111	100406	126393	6	1.39398
1	111	100407	126393	2	0.464659
1	111	100406	126393	7	0.929318
1	111	100407	126393	3	0.929318
1	111	100405	126393	8	0.929318
1	111	100406	126393	4	1.39398
1	111	100407	126393	0	0.464659
1	111	100406	126393	5	1.39398
1	111	100407	126393	1	0.464659
1	111	100405	126386	0	1.61145
1	111	100404	126386	5	1.61145
1	111	100405	126386	2	1.61145
1	111	100405	126386	3	1.61145
1	111	100403	126393	8	0.464659
1	111	100404	126386	2	1.61145
1	111	100405	126386	6	1.61145
1	111	100405	126386	7	1.61145
1	111	100403	126393	6	0.464659
1	111	100406	126386	4	1.61145
1	111	100403	126393	5	0.464659
1	111	100407	126386	3	1.61145
1	111	100403	126393	1	0.464659
1	111	100360	126386	7	1.61145
1	111	100362	126386	8	1.61145
1	111	100360	126386	3	1.61145
1	111	100362	126386	4	3.22291
1	111	100362	126386	5	3.22291
1	111	100362	126386	6	1.61145
1	111	100362	126386	7	1.61145
1	111	100362	126386	1	1.61145
1	111	100362	126386	2	3.22291
1	111	100362	126386	3	1.61145
1	111	100362	126393	7	0.464659
1	111	100356	126393	6	0.464659
1	111	100358	126393	2	0.464659
1	111	100359	126393	6	0.464659
1	111	100359	126393	7	0.464659
1	111	100359	126393	5	0.464659
1	111	100358	126393	6	0.464659
1	111	100359	126393	2	0.464659
1	111	100359	126393	3	0.464659
1	111	100359	126393	1	0.464659
1	111	100359	126386	8	1.61145
1	111	100356	126386	6	1.61145
1	111	100362	130479	4	1.35958
1	111	100356	126386	7	1.61145
1	111	100358	126386	8	1.61145
1	111	100358	126386	4	3.22291
1	111	100358	126386	6	1.61145
1	111	100359	126386	2	1.61145
1	111	100358	126386	7	1.61145
1	111	100359	126386	3	1.61145
1	111	100359	126386	4	1.61145
1	111	100358	126386	1	1.61145
1	111	100359	126386	5	1.61145
1	111	100358	126386	2	1.61145
1	111	100358	126386	3	1.61145
1	111	100359	126386	7	1.61145
1	111	100376	126386	4	1.61145
1	111	100380	126393	2	0.929318
1	111	100381	126393	6	1.39398
1	111	100377	126386	1	1.61145
1	111	100380	126393	3	0.464659
1	111	100381	126393	7	1.85864
1	111	100376	126386	6	3.22291
1	111	100377	126386	2	3.22291
1	111	100380	126393	0	0.464659
1	111	100381	126393	4	1.85864
1	111	100382	126393	8	0.929318
1	111	100376	126386	7	1.61145
1	111	100377	126386	3	1.61145
1	111	100380	126393	1	0.464659
1	111	100381	126393	5	1.85864
1	111	100377	126386	4	1.61145
1	111	100380	126393	6	0.929318
1	111	100381	126393	2	1.85864
1	111	100376	126386	1	1.61145
1	111	100377	126386	5	1.61145
1	111	100380	126393	7	0.929318
1	111	100381	126393	3	1.39398
1	111	100376	126386	2	3.22291
1	111	100377	126386	6	1.61145
1	111	100380	126393	4	0.929318
1	111	100381	126393	0	0.929318
1	111	100383	126393	8	0.929318
1	111	100376	126386	3	1.61145
1	111	100377	126386	7	1.61145
1	111	100380	126393	5	0.929318
1	111	100381	126393	1	1.39398
1	111	100382	126393	2	0.929318
1	111	100383	126393	6	1.39398
1	111	100372	130479	7	1.35958
1	111	100378	126386	5	1.61145
1	111	100382	126393	3	1.39398
1	111	100383	126393	7	1.85864
1	111	100378	126386	6	1.61145
1	111	100379	126386	2	1.61145
1	111	100380	126393	8	0.464659
1	111	100382	126393	0	0.464659
1	111	100383	126393	4	1.39398
1	111	100378	126386	7	1.61145
1	111	100379	126386	3	1.61145
1	111	100382	126393	1	0.464659
1	111	100383	126393	5	1.85864
1	111	100379	126386	4	1.61145
1	111	100382	126393	6	1.85864
1	111	100383	126393	2	1.85864
1	111	100378	126386	1	1.61145
1	111	100379	126386	5	1.61145
1	111	100382	126393	7	0.929318
1	111	100383	126393	3	1.39398
1	111	100378	126386	2	1.61145
1	111	100379	126386	6	1.61145
1	111	100381	126393	8	1.39398
1	111	100382	126393	4	0.929318
1	111	100383	126393	0	0.929318
1	111	100373	130479	5	1.35958
1	111	100378	126386	3	1.61145
1	111	100379	126386	7	1.61145
1	111	100382	126393	5	0.929318
1	111	100383	126393	1	0.929318
1	111	100376	126393	2	1.39398
1	111	100377	126393	6	0.929318
1	111	100383	126386	8	1.61145
1	111	100376	126393	3	0.929318
1	111	100377	126393	7	0.929318
1	111	100381	126386	1	1.61145
1	111	100376	126393	0	0.464659
1	111	100377	126393	4	1.85864
1	111	100378	126393	8	0.464659
1	111	100381	126386	2	1.61145
1	111	100376	126393	1	0.929318
1	111	100377	126393	5	0.929318
1	111	100381	126386	3	1.61145
1	111	100376	126393	6	1.39398
1	111	100377	126393	2	1.85864
1	111	100376	126393	7	0.929318
1	111	100377	126393	3	1.39398
1	111	100380	126386	1	1.61145
1	111	100376	126393	4	1.39398
1	111	100377	126393	0	0.929318
1	111	100379	126393	8	1.39398
1	111	100381	126386	6	1.61145
1	111	100376	126393	5	0.929318
1	111	100377	126393	1	1.39398
1	111	100380	126386	3	1.61145
1	111	100378	126393	2	0.929318
1	111	100379	126393	6	1.39398
1	111	100381	126386	8	1.61145
1	111	100378	126393	3	0.464659
1	111	100379	126393	7	1.39398
1	111	100382	126386	5	1.61145
1	111	100383	126386	1	3.22291
1	111	100376	126393	8	0.464659
1	111	100378	126393	0	0.464659
1	111	100379	126393	4	1.85864
1	111	100379	126393	5	1.39398
1	111	100383	126386	3	1.61145
1	111	100378	126393	6	0.464659
1	111	100379	126393	2	1.85864
1	111	100380	126386	8	1.61145
1	111	100382	126386	0	1.61145
1	111	100383	126386	4	1.61145
1	111	100378	126393	7	0.929318
1	111	100379	126393	3	1.85864
1	111	100377	126393	8	0.464659
1	111	100378	126393	4	0.929318
1	111	100379	126393	0	0.464659
1	111	100383	126386	6	1.61145
1	111	100378	126393	5	1.39398
1	111	100379	126393	1	0.929318
1	111	100372	126393	2	0.464659
1	111	100382	130479	6	1.35958
1	111	100383	130479	2	1.35958
1	111	100382	130479	7	1.35958
1	111	100373	126393	4	0.464659
1	111	100382	130479	4	1.35958
1	111	100372	126393	1	0.464659
1	111	100382	130479	5	1.35958
1	111	100382	130479	2	1.35958
1	111	100373	126393	3	0.464659
1	111	100383	130479	7	1.35958
1	111	100372	126393	4	0.464659
1	111	100375	126393	8	0.464659
1	111	100382	130479	1	1.35958
1	111	100374	126393	2	0.464659
1	111	100375	126393	6	0.464659
1	111	100381	130479	2	1.35958
1	111	100380	130479	7	1.35958
1	111	100372	126393	8	0.464659
1	111	100375	126393	4	0.464659
1	111	100374	126393	1	0.464659
1	111	100375	126393	5	0.464659
1	111	100380	130479	5	1.35958
1	111	100374	126393	6	0.464659
1	111	100375	126393	2	0.464659
1	111	100381	130479	6	1.35958
1	111	100375	126393	3	0.464659
1	111	100374	126393	4	0.464659
1	111	100375	126393	0	0.464659
1	111	100381	130479	4	1.35958
1	111	100380	130479	1	1.35958
1	111	100372	126386	5	1.61145
1	111	100373	126386	1	1.61145
1	111	100378	130479	4	1.35958
1	111	100373	126386	4	1.61145
1	111	100372	126386	1	1.61145
1	111	100379	130479	7	1.35958
1	111	100379	130479	4	1.35958
1	111	100378	130479	1	1.35958
1	111	100373	126386	8	1.61145
1	111	100374	126386	4	1.61145
1	111	100375	126386	1	1.61145
1	111	100375	126386	4	1.61145
1	111	100374	126386	1	1.61145
1	111	100375	126386	5	1.61145
1	111	100378	130479	8	1.35958
1	111	100375	126386	7	1.61145
1	111	100384	130615	7	0.806606
1	111	100384	130616	2	1.70504
1	111	100385	130616	7	1.70504
1	111	100384	130616	4	1.70504
1	111	100384	130616	6	1.70504
1	111	100384	130616	8	1.70504
1	111	100405	130616	5	1.70504
1	111	100405	130616	6	1.70504
1	111	100405	130616	7	1.70504
1	111	100405	130616	0	1.70504
1	111	100403	130615	7	0.806606
1	111	100404	130616	5	1.70504
1	111	100403	130615	5	0.806606
1	111	100406	130616	6	1.70504
1	111	100407	130615	6	0.806606
1	111	100406	130615	1	0.806606
1	111	100405	130615	2	0.806606
1	111	100403	130616	5	1.70504
1	111	100404	130615	7	0.806606
1	111	100404	130615	0	0.806606
1	111	100405	130615	4	0.806606
1	111	100406	130615	8	0.806606
1	111	100362	130615	2	0.806606
1	111	100360	130615	0	0.806606
1	111	100362	130616	8	1.70504
1	111	100360	130616	7	1.70504
1	111	100362	130616	1	1.70504
1	111	100362	130616	3	1.70504
1	111	100362	130616	5	1.70504
1	111	100362	130616	6	1.70504
1	111	100358	130616	8	1.70504
1	111	100356	130616	3	1.70504
1	111	100356	130616	8	1.70504
1	111	100358	130616	1	1.70504
1	111	100358	130616	3	1.70504
1	111	100359	130616	7	1.70504
1	111	100358	130616	5	1.70504
1	111	100359	130616	1	1.70504
1	111	100358	130615	3	0.806606
1	111	100356	130615	2	0.806606
1	111	100378	130615	6	0.806606
1	111	100379	130615	2	0.806606
1	111	100381	130616	4	1.70504
1	111	100378	130615	7	0.806606
1	111	100379	130615	3	1.61321
1	111	100380	130616	1	1.70504
1	111	100381	130616	5	1.70504
1	111	100378	130615	4	0.806606
1	111	100381	130616	6	1.70504
1	111	100379	130615	1	1.61321
1	111	100381	130616	7	1.70504
1	111	100378	130615	2	0.806606
1	111	100383	130616	8	1.70504
1	111	100379	130615	7	0.806606
1	111	100381	130616	1	1.70504
1	111	100379	130615	4	0.806606
1	111	100380	130616	6	1.70504
1	111	100378	130615	1	0.806606
1	111	100379	130615	5	0.806606
1	111	100381	130616	3	1.70504
1	111	100383	130616	4	1.70504
1	111	100376	130615	7	0.806606
1	111	100383	130616	5	1.70504
1	111	100379	130615	8	0.806606
1	111	100382	130616	2	1.70504
1	111	100383	130616	6	1.70504
1	111	100383	130616	7	3.41008
1	111	100381	130616	8	1.70504
1	111	100383	130616	1	1.70504
1	111	100377	130615	4	0.806606
1	111	100383	130616	2	1.70504
1	111	100383	130616	3	1.70504
1	111	100377	130616	4	3.41008
1	111	100382	130615	6	0.806606
1	111	100383	130615	2	0.806606
1	111	100376	130616	1	1.70504
1	111	100382	130615	7	0.806606
1	111	100383	130615	3	0.806606
1	111	100377	130616	6	1.70504
1	111	100382	130615	4	0.806606
1	111	100376	130616	3	1.70504
1	111	100377	130616	7	3.41008
1	111	100383	130615	1	0.806606
1	111	100376	130616	4	1.70504
1	111	100379	130616	8	1.70504
1	111	100376	130616	5	1.70504
1	111	100377	130616	1	1.70504
1	111	100383	130615	7	0.806606
1	111	100376	130616	6	1.70504
1	111	100383	130615	4	0.806606
1	111	100376	130616	7	1.70504
1	111	100377	130616	3	1.70504
1	111	100382	130615	1	0.806606
1	111	100383	130615	5	1.61321
1	111	100379	130616	4	1.70504
1	111	100378	130616	1	1.70504
1	111	100380	130615	7	0.806606
1	111	100379	130616	6	1.70504
1	111	100380	130615	4	0.806606
1	111	100383	130615	8	0.806606
1	111	100379	130616	7	1.70504
1	111	100381	130615	1	0.806606
1	111	100378	130616	4	1.70504
1	111	100381	130615	6	0.806606
1	111	100379	130616	1	1.70504
1	111	100381	130615	7	0.806606
1	111	100378	130616	6	1.70504
1	111	100379	130616	2	1.70504
1	111	100381	130615	4	0.806606
1	111	100379	130616	3	1.70504
1	111	100380	130615	1	0.806606
1	111	100372	130616	0	1.70504
1	111	100372	130616	6	1.70504
1	111	100373	130616	2	1.70504
1	111	100375	130616	6	1.70504
1	111	100374	130616	4	1.70504
1	111	100375	130616	3	1.70504
1	111	100375	130615	3	0.806606
1	111	100345	132077	8	0.487508
1	111	100344	132077	2	0.487508
1	111	100344	132077	3	0.487508
1	111	100345	132077	7	0.487508
1	111	100345	132077	4	0.487508
1	111	100345	132077	5	0.487508
1	111	100345	132077	2	0.975015
1	111	100345	132077	3	0.487508
1	111	100344	132077	5	0.487508
1	111	100345	132077	1	0.487508
1	111	100849	131027	3	0.58288
1	111	100404	131027	2	0.58288
1	111	100406	131027	7	0.58288
1	111	100407	131027	7	0.58288
1	111	100406	131027	1	0.58288
1	111	100386	131027	7	0.58288
1	111	100386	131027	4	0.58288
1	111	100386	131027	0	0.58288
1	111	100377	131027	2	0.58288
1	111	100376	131027	4	0.58288
1	111	100376	131027	5	0.58288
1	111	100376	131027	1	0.58288
1	111	100376	131027	8	0.58288
1	111	100378	131027	1	0.58288
1	111	100381	131027	4	0.58288
1	111	100380	131027	1	0.58288
1	111	100382	131027	1	0.58288
1	111	100373	131027	0	0.58288
1	111	100375	131027	0	0.58288
1	111	100375	131027	6	0.58288
1	111	100375	131027	4	0.58288
1	111	100360	131027	7	0.58288
1	111	100361	131027	1	0.58288
1	111	100361	131027	6	0.58288
1	111	100362	131027	6	0.58288
1	111	100362	131027	4	0.58288
1	111	100362	131027	2	1.16576
1	111	100362	131027	3	0.58288
1	111	100362	131027	1	1.16576
1	111	100363	131027	5	0.58288
1	111	100358	131027	6	0.58288
1	111	100359	131027	2	0.58288
1	111	100359	131027	1	0.58288
1	111	100358	131027	2	0.58288
1	111	100359	131027	6	0.58288
1	111	100344	131791	2	17.8149
1	111	100345	131791	4	17.8149
1	111	100849	130615	2	0.806606
1	111	100849	130616	3	1.70504
1	111	100849	126386	0	1.61145
1	111	100849	126386	2	1.61145
1	111	100849	126386	6	1.61145
1	111	100849	126386	7	1.61145
1	111	100849	126393	6	0.464659
1	111	100849	126393	5	0.464659
1	111	100849	126393	2	0.464659
1	111	100849	126393	3	0.464659
1	111	100406	131551	7	0.933691
1	111	100407	131551	3	0.933691
1	111	100406	131551	5	0.933691
1	111	100406	131551	2	0.933691
1	111	100407	131551	6	0.933691
1	111	100404	131551	8	0.933691
1	111	100407	131551	4	0.933691
1	111	100407	131551	5	0.933691
1	111	100405	131551	2	0.933691
1	111	100405	131551	3	0.933691
1	111	100404	131551	3	0.933691
1	111	100405	131551	4	0.933691
1	111	100405	131551	5	0.933691
1	111	100403	131551	2	0.933691
1	111	100403	131551	7	0.933691
1	111	100382	131551	4	0.933691
1	111	100382	131551	5	0.933691
1	111	100382	131551	2	0.933691
1	111	100381	131551	3	0.933691
1	111	100380	131551	5	0.933691
1	111	100381	131551	7	0.933691
1	111	100381	131551	5	0.933691
1	111	100378	131551	4	0.933691
1	111	100379	131551	5	0.933691
1	111	100377	131551	1	0.933691
1	111	100374	131551	7	0.933691
1	111	100362	131551	4	0.933691
1	111	100356	131551	4	0.933691
1	111	100406	131791	4	17.8149
1	111	100407	131791	5	17.8149
1	111	100405	131791	0	17.8149
1	111	100384	131791	3	17.8149
1	111	100382	131791	1	17.8149
1	111	100383	131791	5	17.8149
1	111	100380	131791	6	17.8149
1	111	100381	131791	6	17.8149
1	111	100376	131791	3	17.8149
1	111	100377	131791	7	17.8149
1	111	100359	131791	3	17.8149
1	111	100358	131791	0	17.8149
1	111	100356	131791	6	17.8149
1	111	100362	131791	4	17.8149
1	111	100362	131791	1	17.8149
1	111	100360	131791	6	17.8149
1	111	100361	131791	2	17.8149
1	111	100361	131791	7	17.8149
1	111	100362	131791	8	17.8149
1	111	100345	131027	6	0.58288
1	111	101408	125669	2	1.87667
1	111	101408	125698	3	1.02737
1	111	101410	125698	3	1.02737
1	111	101413	125698	2	1.02737
1	111	101413	125698	8	1.02737
1	111	101413	129913	5	0.217062
1	111	101413	129913	1	0.217062
1	111	101409	129913	6	0.217062
1	111	101408	129913	7	0.217062
1	111	100358	132077	1	0.487508
1	111	100356	132077	3	0.975015
1	111	100356	132077	1	0.975015
1	111	100356	132077	6	0.487508
1	111	100356	132077	7	0.487508
1	111	100356	132077	4	0.487508
1	111	100356	132077	5	0.487508
1	111	100373	132097	5	1.55831
1	111	100375	132097	6	1.55831
1	111	100377	132097	4	1.55831
1	111	100377	132097	5	1.55831
1	111	100377	132097	2	1.55831
1	111	100379	132097	8	1.55831
1	111	100376	132097	5	1.55831
1	111	100378	132097	2	1.55831
1	111	100379	132097	6	1.55831
1	111	100379	132097	4	1.55831
1	111	100379	132097	5	3.11661
1	111	100378	132097	6	1.55831
1	111	100379	132097	2	1.55831
1	111	100378	132097	7	1.55831
1	111	100379	132097	3	1.55831
1	111	100377	132097	8	1.55831
1	111	100379	132097	1	4.67492
1	111	100362	132077	2	0.487508
1	111	100381	132097	6	1.55831
1	111	100362	132077	3	0.487508
1	111	100380	132097	3	1.55831
1	111	100381	132097	4	1.55831
1	111	100382	132097	8	1.55831
